,name,category,labels,resource,github_id,license,description,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,open_issue_count,star_count,contributor_count,projectrank,show,docs_url,watchers_count,pr_count,closed_issue_count,latest_stable_release_published_at,latest_stable_release_number,release_count,recent_commit_count,pypi_id,conda_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,trending,dockerhub_stars,updated_github_id
45,PowSyBl Core,steady-state,"['gha', 'java', 'non-profit']",,powsybl/powsybl-core,MPL-2.0,Framework to build power system software.,https://github.com/powsybl/powsybl-core,https://www.powsybl.org,2017-09-29 14:51:18,2025-08-27 11:31:18.000000,2025-08-19 15:31:04,3540.0,49.0,299.0,142.0,121.0,24,True,https://www.javadoc.io/doc/com.powsybl/powsybl-core/latest/,22.0,2939.0,387.0,2025-07-16 11:26:38.000,6.8.1,100.0,85.0,,,,,91.0,91.0,,,,,,,,2.0,,,,,,,
46,CBC,ops,"['gha', 'conda', 'python', 'julia', 'c', 'non-profit']",,coin-or/Cbc,EPL-2.0,COIN-OR Branch-and-Cut solver.,https://github.com/coin-or/Cbc,https://www.coin-or.org/,2019-03-02 23:20:41,2025-08-22 12:44:34.000000,2025-08-22 12:44:07,2534.0,125.0,153.0,930.0,35.0,23,True,https://coin-or.github.io/Cbc/Doxygen/,40.0,84.0,380.0,2024-08-20 07:17:43.000,releases/2.10.12,14.0,14.0,,conda-forge/coincbc,158674.0,26545.0,,,,,,,https://anaconda.org/conda-forge/coincbc,2025-08-02 13:50:56.422,1416974.0,3.0,,,,,,,
47,Clp,ops,"['gha', 'conda', 'python', 'julia', 'c', 'non-profit']",,coin-or/Cbc,EPL-2.0,COIN-OR Linear Programming Solver.,https://github.com/coin-or/Cbc,https://www.coin-or.org/,2019-03-02 23:20:41,2025-08-22 12:44:34.000000,2025-08-22 12:44:07,2534.0,125.0,153.0,930.0,35.0,23,True,https://coin-or.github.io/Clp/,40.0,84.0,380.0,2024-08-20 07:17:43.000,releases/2.10.12,11.0,14.0,,conda-forge/coin-or-clp,158674.0,21174.0,,,,,,,https://anaconda.org/conda-forge/coin-or-clp,2025-08-02 12:22:52.938,1124504.0,3.0,,,,,,,
48,Atlite,data,"['gha', 'pypi', 'conda', 'jupyter', 'python', 'university']",,PyPSA/atlite,BSD-2,Calculating Renewable Power Potentials.,https://github.com/PyPSA/atlite,https://pypsa.org,2016-11-03 23:59:25,2025-08-11 07:32:40.796000,2025-07-24 12:01:01,807.0,107.0,42.0,329.0,42.0,23,True,https://atlite.readthedocs.io/en/master/?badge=master,13.0,314.0,105.0,2025-05-12 15:07:01.000,0.4.1,21.0,8.0,atlite,conda-forge/atlite,,3799.0,112.0,112.0,https://pypi.org/project/atlite,2025-05-12 15:07:01.000,,2260.0,https://anaconda.org/conda-forge/atlite,2025-08-11 07:32:40.796,95466.0,2.0,,,,,,,
49,powerplantmatching,data,"['gha', 'pypi', 'conda', 'python', 'university']",,PyPSA/powerplantmatching,BSD-2,Tools to combine multiple power plant databases.,https://github.com/PyPSA/powerplantmatching,https://pypsa.org,2016-08-15 16:36:25,2025-08-27 13:12:41.000000,2025-08-27 13:12:39,999.0,68.0,31.0,193.0,34.0,23,True,https://atlite.readthedocs.io/en/master/?badge=master,21.0,156.0,75.0,2025-02-01 11:01:49.000,0.7.1,33.0,7.0,powerplantmatching,conda-forge/powerplantmatching,87.0,2621.0,85.0,85.0,https://pypi.org/project/powerplantmatching,2025-02-01 11:01:49.000,,1085.0,https://anaconda.org/conda-forge/powerplantmatching,2025-04-22 14:57:16.346,85975.0,2.0,,,,,,,
50,Dynaωo,phasor,"['gha', 'modelica', 'for-profit']",,dynawo/dynawo,MPL-2.0,C++/Modelica simulation tools for power systems.,https://github.com/dynawo/dynawo,http://dynawo.org,2019-01-29 13:29:35,2025-08-28 11:31:18.000000,2025-08-26 13:26:18,2534.0,27.0,179.0,86.0,60.0,23,True,https://dynawo.github.io/docs/,9.0,2186.0,1440.0,2025-07-18 14:42:06.000,1.7.0,20.0,59.0,,,18224.0,230.0,,,,,,,,,,1.0,,,,,,,
51,PYPOWER,steady-state,"['gha', 'pypi', 'conda', 'python', 'non-profit']",,rwl/PYPOWER,BSD,Port of MATPOWER to Python.,https://github.com/rwl/PYPOWER,rwl.github.io/PYPOWER/api/,2009-05-22 12:14:47,2025-07-10 17:17:48.000000,2025-07-10 17:16:00,360.0,122.0,35.0,374.0,22.0,22,True,http://rwl.github.io/PYPOWER/index.html,25.0,47.0,13.0,2025-07-10 17:17:48.000,5.1.19,20.0,2.0,PYPOWER,invenia/pypower,,25582.0,172.0,153.0,https://pypi.org/project/PYPOWER,2025-07-10 17:17:48.000,19.0,25550.0,https://anaconda.org/invenia/pypower,2025-03-25 16:27:17.396,3190.0,2.0,hwanghust/pypower,https://hub.docker.com/r/hwanghust/pypower,2019-05-19 07:28:05.197725,27.0,,,
52,AMPLPY,ops,"['gha', 'pypi', 'conda', 'jupyter', 'python', 'for-profit']",,ampl/amplpy,BSD-3,Python API for AMPL.,https://github.com/ampl/amplpy,https://ampl.com/,2017-06-27 00:22:07,2025-07-16 19:46:24.000000,2025-07-09 14:38:11,868.0,20.0,,81.0,9.0,22,True,https://amplpy.readthedocs.io/en/latest/,12.0,7.0,48.0,2025-06-20 14:57:20.000,0.15.1,183.0,15.0,amplpy,conda-forge/amplpy,,40410.0,134.0,126.0,https://pypi.org/project/amplpy,2025-07-09 16:14:51.000,8.0,32749.0,https://anaconda.org/conda-forge/amplpy,2025-04-22 14:57:01.426,459693.0,3.0,,,,,,,
53,PyPSA-Eur,steady-state,"['gha', 'python', 'university']",,PyPSA/pypsa-eur,MIT,Sector-Coupled Optimisation Model of the European Energy System.,https://github.com/PyPSA/pypsa-eur,https://pypsa.org,2017-10-11 23:54:41,2025-08-28 10:01:19.000000,2025-08-26 09:07:06,5608.0,291.0,160.0,466.0,100.0,21,True,https://pypsa-eur.readthedocs.io/en/latest/?badge=latest,19.0,1236.0,411.0,2025-07-11 15:14:12.000,2025.07.0,20.0,56.0,,,,,,,,,,,,,,2.0,nimfetrisa/pypsa-eur,https://hub.docker.com/r/nimfetrisa/pypsa-eur,,,,,
54,LTB ANDES,phasor,"['gha', 'azure', 'pypi', 'conda', 'jupyter', 'python', 'julia', 'university']",,CURENT/andes,GPL-3,Transient Stability Simulator; CURENT LTB.,https://github.com/CURENT/andes,https://ltb.curent.org/,2016-11-07 01:04:50,2025-05-17 13:21:04.000000,2025-05-02 01:27:15,4622.0,124.0,15.0,288.0,26.0,21,True,https://docs.andes.app/en/latest/,14.0,287.0,64.0,2025-01-05 17:48:40.000,1.9.3,114.0,,andes,conda-forge/andes,,12668.0,32.0,28.0,https://pypi.org/project/andes,2025-01-05 17:48:40.000,4.0,2117.0,https://anaconda.org/conda-forge/andes,2025-04-22 14:57:03.796,664770.0,1.0,CURENT/andes,https://hub.docker.com/r/CURENT/andes,,,,,
55,PyPSA-Earth,steady-state,"['gha', 'python', 'volunteer']",,pypsa-meets-earth/pypsa-earth,AGPL-3,Open optimisation model for study energy system futures.,https://github.com/pypsa-meets-earth/pypsa-earth,https://pypsa-meets-earth.github.io/,2021-02-28 19:26:35,2025-08-22 17:37:52.000000,2025-08-22 17:37:51,6304.0,249.0,207.0,285.0,80.0,21,True,https://pypsa-earth.readthedocs.io/,11.0,922.0,341.0,2025-08-05 10:02:21.000,0.7.0,13.0,151.0,,,,,,,,,,,,,,2.0,,,,,,,
56,HELICS,msg,"['gha', 'pypi', 'conda', 'python', 'julia', 'octave', 'java', 'c', 'lab']",,GMLC-TDC/HELICS,BSD-3,Co-simulation framework.,https://github.com/GMLC-TDC/HELICS,https://helics.org/tools/,2017-06-01 17:03:19,2025-08-18 06:54:38.000000,2025-08-16 01:38:32,3574.0,46.0,94.0,145.0,39.0,21,True,https://docs.helics.org/en/latest/,15.0,2033.0,583.0,2025-02-28 08:41:58.000,3.6.1,106.0,2.0,helics,conda-forge/helics,27917.0,4327.0,13.0,,https://pypi.org/project/helics,2025-02-28 08:41:58.000,13.0,3770.0,https://anaconda.org/conda-forge/helics,2025-04-22 14:56:53.590,21034.0,1.0,,,,,,,
57,PIQP,ops,"['gha', 'pypi', 'conda', 'python', 'c', 'octave', 'r', 'university']",,PREDICT-EPFL/piqp,BSD-2,Proximal Interior Point Quadratic Programming solver.,https://github.com/PREDICT-EPFL/piqp,https://github.com/PREDICT-EPFL/piqp,2023-01-25 13:55:12,2025-08-22 13:54:16.434000,2025-08-22 09:05:34,554.0,17.0,3.0,122.0,5.0,21,True,https://predict-epfl.github.io/piqp/,9.0,15.0,14.0,2025-08-22 09:41:52.000,0.6.1,17.0,35.0,piqp,conda-forge/piqp,817.0,22806.0,56.0,47.0,https://pypi.org/project/piqp,2025-08-22 09:41:52.000,9.0,12759.0,https://anaconda.org/conda-forge/piqp,2025-08-22 13:54:16.434,240397.0,3.0,,,,,,,
58,GridPath,steady-state,"['gha', 'python', 'for-profit']",,blue-marble/gridpath,Apache-2,Power system planning and operations.,https://github.com/blue-marble/gridpath,https://www.gridpath.io/,2016-08-12 18:13:28,2025-08-21 15:11:58.000000,2025-08-11 16:06:30,1596.0,58.0,82.0,115.0,13.0,21,True,https://gridpath.readthedocs.io/en/latest/?badge=latest,11.0,935.0,261.0,2025-07-03 22:00:10.000,2025.6.1,33.0,25.0,GridPath,,1340.0,212.0,4.0,4.0,https://pypi.org/project/GridPath,2025-07-03 21:42:54.000,,191.0,,,,2.0,,,,,,,
59,PyPowSyBl,steady-state,"['gha', 'pypi', 'python', 'java', 'jupyter', 'non-profit']",,powsybl/pypowsybl,MPL-2.0,A PowSyBl and Python integration.,https://github.com/powsybl/pypowsybl,https://www.powsybl.org,2020-11-09 10:30:33,2025-08-28 14:57:22.000000,2025-08-27 07:23:09,779.0,14.0,93.0,68.0,35.0,21,True,https://pypowsybl.readthedocs.io/en/latest/,20.0,821.0,177.0,2025-07-25 13:10:15.000,1.12.0,48.0,40.0,pypowsybl,,352.0,5874.0,8.0,,https://pypi.org/project/pypowsybl,2025-07-24 15:01:49.000,8.0,5868.0,,,,2.0,,,,,,,
60,py-dss-interface,intf,"['gha', 'pypi', 'python', 'jupyter', 'non-profit']",,PauloRadatz/py_dss_interface,MIT,A package for access to direct dll version of OpenDSS.,https://github.com/PauloRadatz/py_dss_interface,https://github.com/PauloRadatz/py_dss_interface,2020-06-12 18:58:36,2025-08-21 12:41:58.000000,2025-08-21 12:41:56,700.0,10.0,,33.0,7.0,21,True,https://py-dss-interface.readthedocs.io/en/latest/,6.0,48.0,55.0,2025-08-19 22:50:05.000,2.2.0,23.0,34.0,py-dss-interface,,15.0,2812.0,46.0,37.0,https://pypi.org/project/py-dss-interface,2025-08-19 22:46:35.000,9.0,2812.0,,,,1.0,,,,,4.0,,
61,PowerSimulations.jl,steady-state,"['gha', 'julia', 'lab']",,NREL-Sienna/PowerSimulations.jl,BSD-3,Power Systems optimization simulation and modeling; NREL Sienna.,https://github.com/NREL-Sienna/PowerSimulations.jl,https://www.nrel.gov/analysis/sienna.html,2017-11-03 21:11:22,2025-08-27 22:37:59.000000,2025-06-16 19:37:54,9429.0,74.0,94.0,295.0,41.0,20,True,https://nrel-sienna.github.io/PowerSimulations.jl/latest,19.0,906.0,345.0,2025-06-09 19:53:16.000,0.30.2,100.0,5.0,,,,,,,,,,,,,,2.0,,,,,,,
62,PyOptInterface,opl,"['gha', 'pypi', 'jupyter', 'python', 'volunteer']",,metab0t/PyOptInterface,MPL-2.0,Efficient modeling interface for optimization in Python.,https://github.com/metab0t/PyOptInterface,https://github.com/metab0t/PyOptInterface,2023-06-13 16:11:33,2025-08-12 07:59:02.000000,2025-08-12 07:56:51,429.0,17.0,8.0,284.0,2.0,20,True,https://metab0t.github.io/PyOptInterface/,6.0,2.0,27.0,2025-08-08 10:20:24.000,0.5.0,15.0,20.0,pyoptinterface,,,3004.0,26.0,20.0,https://pypi.org/project/pyoptinterface,2025-08-08 10:20:24.000,6.0,3004.0,,,,3.0,,,,,,,
63,DPsim,emt,"['gha', 'pypi', 'jupyter', 'python', 'c', 'university']",,sogno-platform/dpsim,MPL-2.0,Simulation for both EMT and phasor.,https://github.com/sogno-platform/dpsim,https://dpsim.fein-aachen.org/,2020-01-29 08:49:59,2025-07-07 18:18:05.000000,2025-07-07 18:12:09,4759.0,62.0,83.0,88.0,37.0,20,True,https://dpsim.fein-aachen.org/docs/,9.0,248.0,74.0,2023-07-13 13:38:01.948,1.1.1,9.0,12.0,dpsim,,,73.0,11.0,11.0,https://pypi.org/project/dpsim,2022-12-10 09:56:59.646,,73.0,,,,1.0,,,,,,,
64,PowerModels.jl,steady-state,"['gha', 'julia', 'lab']",,lanl-ansi/PowerModels.jl,BSD,Power Network Optimization.,https://github.com/lanl-ansi/PowerModels.jl,https://github.com/lanl-ansi/PowerModels.jl,2016-08-01 20:30:54,2025-08-12 01:39:09.000000,2025-08-12 01:10:52,1010.0,159.0,93.0,427.0,32.0,19,True,https://lanl-ansi.github.io/PowerModels.jl/stable/,23.0,481.0,415.0,2025-08-12 01:35:46.000,0.21.5,80.0,3.0,,,,,,,,,,,,,,2.0,,,,,,,
65,GenX,steady-state,"['julia', 'gha', 'university']",,GenXProject/GenX,GPL-2.0,Configurable capacity expansion model.,https://github.com/GenXProject/GenX.jl,https://energy.mit.edu/genx/,2021-05-19 17:57:57,2025-08-25 17:14:39.000000,2025-07-11 15:52:09,1125.0,133.0,53.0,315.0,36.0,19,True,https://genxproject.github.io/GenX/dev/,17.0,552.0,254.0,2025-07-11 18:02:01.000,0.4.5,17.0,14.0,,,,,,,,,,,,,,2.0,,,,,,,GenXProject/GenX.jl
66,GridLAB-D,phasor,"['c', 'gha', 'lab']",,gridlab-d/gridlab-d,https://github.com/gridlab-d/gridlab-d/blob/master/LICENSE,Distribution power system simulator.,https://github.com/gridlab-d/gridlab-d,https://www.gridlabd.org/,2016-08-29 17:43:21,2025-08-27 23:45:00.000000,2025-05-28 20:17:33,4426.0,118.0,325.0,177.0,76.0,19,True,https://gridlab-d.shoutwiki.com/wiki/Source_documentation,24.0,160.0,1024.0,2025-01-07 00:39:44.000,5.3.0,7.0,,,,7122.0,80.0,,,,,,,,,,2.0,,,,,,,
67,SimBench,data,"['python', 'pypi', 'conda', 'juptyer', 'gha']",,e2nIEE/simbench,odbl-1.0,Benchmark dataset of German LV/MV/HV grids including 15min time series for 1 year.,https://github.com/e2nIEE/simbench,https://simbench.de/en/,2019-05-13 14:10:08,2025-04-13 10:12:48.000000,2025-04-13 10:12:38,160.0,30.0,3.0,121.0,4.0,19,True,https://simbench.readthedocs.io/en/stable/?badge=stable,6.0,26.0,32.0,2025-04-13 10:12:48.000,1.6.1,11.0,,simbench,conda-forge/simbench,,4090.0,57.0,47.0,https://pypi.org/project/simbench,2025-04-13 10:12:48.000,10.0,4090.0,https://anaconda.org/conda-forge/simbench,,,3.0,,,,,,,
68,REopt,steady-state,"['gha', 'python', 'julia', 'lab']",,NREL/REopt_API,BSD-3,Renewable Energy Integration & Optimization.,https://github.com/NREL/REopt_API,https://www.nrel.gov/reopt/,2018-12-17 21:24:59,2025-08-25 18:17:21.000000,2025-08-20 15:31:32,5419.0,59.0,56.0,109.0,23.0,19,True,https://github.com/NREL/REopt_API/wiki,8.0,572.0,41.0,2025-07-01 21:50:33.000,3.13.2,62.0,49.0,,,573.0,8.0,,,,,,,,,,2.0,,,,,,,
69,OpenDSSDirect.py,intf,"['gha', 'pypi', 'python', 'jupyter', 'volunteer']",,dss-extensions/OpenDSSDirect.py,MIT,A direct library interface to OpenDSS.,https://github.com/dss-extensions/OpenDSSDirect.py,https://dss-extensions.org/,2017-06-20 19:18:22,2024-03-29 06:05:46.000000,2024-03-29 05:10:43,451.0,25.0,19.0,98.0,3.0,19,True,https://dss-extensions.org/OpenDSSDirect.py/,13.0,31.0,90.0,2024-03-29 06:18:05.000,0.9.4,43.0,,OpenDSSDirect.py,,,4609.0,92.0,76.0,https://pypi.org/project/OpenDSSDirect.py,2021-03-11 01:53:34.000,16.0,4609.0,,,,1.0,,,,,,,
70,LightSim2Grid,steady-state,"['gha', 'pypi', 'python', 'for-profit']",,BDonnot/lightsim2grid,MPL-2.0,A fast backend for the Grid2Op.,https://github.com/Grid2op/lightsim2grid,https://l2rpn.chalearn.org/,2020-03-09 07:35:27,2025-04-29 09:38:25.000000,2025-04-28 07:07:47,912.0,12.0,17.0,57.0,6.0,19,True,https://lightsim2grid.readthedocs.io/en/latest/,2.0,57.0,38.0,2025-04-28 08:18:06.000,0.10.3,37.0,,LightSim2Grid,,300.0,12197.0,92.0,69.0,https://pypi.org/project/LightSim2Grid,2025-04-28 08:18:06.000,23.0,12186.0,,,,2.0,bdonnot/lightsim2grid,https://hub.docker.com/r/bdonnot/lightsim2grid,2022-02-01 17:50:28.347059,396.0,4.0,,Grid2op/lightsim2grid
71,PowerGenome,data,"['gha', 'pypi', 'conda', 'python']",,PowerGenome/PowerGenome,MIT,Create inputs for power systems models.,https://github.com/PowerGenome/PowerGenome,https://groups.io/g/powergenome,2019-07-18 17:33:40,2025-08-21 17:08:18.000000,2025-03-21 18:09:22,1824.0,72.0,95.0,218.0,18.0,18,True,https://github.com/PowerGenome/PowerGenome/wiki,18.0,233.0,91.0,2025-03-21 18:15:20.000,0.7.0,20.0,,PowerGenome,conda-forge/powergenome,,100.0,,,https://pypi.org/project/PowerGenome,2025-03-21 18:15:20.000,,39.0,https://anaconda.org/conda-forge/powergenome,2025-04-22 14:58:55.013,1162.0,3.0,,,,,,,
72,Gurobi OptiMods,steady-state,"['gha', 'python', 'for-profit']",,Gurobi/gurobi-optimods,Apache-2.0,Implemented optimization use cases using Gurobi.,https://github.com/Gurobi/gurobi-optimods,https://www.gurobi.com/features/gurobi-optimods/,2022-11-18 16:25:03,2025-03-12 23:27:48.000000,2025-03-12 23:02:12,690.0,34.0,25.0,163.0,15.0,18,True,https://gurobi-optimods.readthedocs.io/en/stable/,11.0,90.0,59.0,2025-03-12 23:11:11.000,2.3.2,12.0,,gurobi-optimods,,,385.0,9.0,9.0,https://pypi.org/project/gurobi-optimods,2025-03-12 23:27:48.000,,385.0,,,,2.0,,,,,,,
73,PowSyBl Diagram,vis,"['gha', 'java', 'jupyter', 'for-profit']",,powsybl/powsybl-diagram,MPL-2.0,single-line substation diagrams and network graph diagrams.,https://github.com/powsybl/powsybl-diagram,https://www.powsybl.org,2019-10-11 11:25:46,2025-08-28 11:12:25.000000,2025-07-22 15:11:44,558.0,16.0,69.0,94.0,29.0,18,True,https://www.powsybl.org/pages/documentation/developer/api_guide/svg-writing.html,20.0,545.0,117.0,2025-07-16 14:52:36.000,4.9.0,52.0,18.0,,,,,32.0,32.0,,,,,,,,1.0,,,,,,,
74,CIMpy,intf,"['gha', 'python', 'non-profit']",,sogno-platform/cimpy,MPL-2.0,CIM files to the XML/RDF format.,https://github.com/sogno-platform/cimpy,https://github.com/sogno-platform/cimpy,2020-01-29 08:22:48,2025-03-09 07:52:14.000000,2025-02-23 21:37:23,230.0,23.0,12.0,62.0,11.0,18,True,https://sogno.energy/cimpy/,3.0,27.0,12.0,2025-03-09 07:52:14.000,1.2.0,9.0,,cimpy,,,1597.0,13.0,12.0,https://pypi.org/project/cimpy,2024-06-20 20:41:41.000,1.0,1597.0,,,,1.0,,,,,,,
75,openTEPES,steady-state,"['python', 'jupyter', 'gha', 'university']",,IIT-EnergySystemModels/openTEPES,AGPL-3,"Open Generation, Storage, and Transmission Operation and Expansion Planning Model.",https://github.com/IIT-EnergySystemModels/openTEPES,https://github.com/IIT-EnergySystemModels/openTEPES,2020-07-24 21:11:41,2025-08-27 09:47:15.000000,2025-08-27 09:47:12,3035.0,23.0,3.0,46.0,9.0,18,True,https://opentepes.readthedocs.io/en/latest/index.html,4.0,85.0,10.0,2025-04-08 09:44:11.000,4.18.4,106.0,111.0,openTEPES,,120.0,330.0,,,https://pypi.org/project/openTEPES,2025-06-24 07:50:23.000,,328.0,,,,2.0,,,,,,,
76,dsgrid,dataman,"['gha', 'python', 'pypi', 'lab']",,dsgrid/dsgrid,BSD-3,"Demand-side grid projects, datasets and queries.",https://github.com/dsgrid/dsgrid,https://github.com/dsgrid/dsgrid,2020-12-09 23:51:36,2025-08-21 15:57:04.000000,2025-08-15 01:13:52,1814.0,29.0,54.0,102.0,6.0,17,True,https://dsgrid.github.io/dsgrid,5.0,242.0,80.0,2024-12-12 20:46:21.000,0.1.0,7.0,58.0,dsgrid,,,13.0,,,https://pypi.org/project/dsgrid,2014-12-18 16:20:53.000,,13.0,,,,1.0,,,,,,,
77,OpenIPSL,phasor,"['gha', 'modelica', 'university']",,OpenIPSL/OpenIPSL,BSD-3,A Power System Library written in the Modelica.,https://github.com/OpenIPSL/OpenIPSL,https://github.com/OpenIPSL/OpenIPSL,2016-04-16 09:09:47,2025-08-27 08:38:21.000000,2025-08-27 08:38:21,1870.0,59.0,16.0,93.0,35.0,17,True,https://doc.openipsl.org,22.0,239.0,109.0,2022-06-23 13:05:59.000,3.0.1,15.0,8.0,,,504.0,4.0,,,,,,,,,,2.0,,,,,,,
78,PyPSA-USA,steady-state,"['python', 'jupyter', 'university']",,PyPSA/pypsa-usa,MIT,Power System Model for the United States.,https://github.com/PyPSA/pypsa-usa,https://pypsa.org,2022-06-07 15:13:26,2025-08-27 19:47:32.000000,2025-08-20 00:16:56,2330.0,31.0,91.0,92.0,12.0,17,True,https://pypsa-usa.readthedocs.io/,6.0,319.0,266.0,2025-08-18 22:17:21.000,0.7.0,8.0,7.0,,,,,,,,,,,,,,3.0,,,,,,,
79,TESP,steady-state,"['gha', 'python', 'jupyter', 'pypi', 'lab']",,pnnl/tesp,BSD-3,Transactive Energy Simulation Platform.,https://github.com/pnnl/tesp,https://github.com/pnnl/tesp,2017-03-28 16:41:17,2025-08-23 00:07:33.000000,2024-12-15 02:47:00,2165.0,40.0,33.0,45.0,26.0,17,True,https://tesp.readthedocs.io/en/latest/,16.0,62.0,95.0,2024-12-15 02:43:06.000,1.3.6,54.0,,tesp_support,,500.0,81.0,2.0,2.0,https://pypi.org/project/tesp_support,2024-12-15 02:13:01.000,,76.0,,,,3.0,,,,,,,
80,RSOME,opl,"['gha', 'pypi', 'jupyter', 'python', 'university']",,XiongPengNUS/rsome,GPL-3,Robust Stochastic Optimization Made Easy.,https://github.com/XiongPengNUS/rsome,https://github.com/XiongPengNUS/rsome,2020-07-26 13:00:05,2024-11-15 13:40:52.000000,2024-11-15 13:40:10,218.0,59.0,7.0,327.0,3.0,16,True,https://xiongpengnus.github.io/rsome/,3.0,21.0,38.0,2024-06-25 13:42:14.000,1.3.0,34.0,,rsome,,,637.0,4.0,,https://pypi.org/project/rsome,2024-10-29 06:05:15.000,4.0,637.0,,,,3.0,,,,,,,
81,MadNLP,ops,"['gha', 'julia', 'university']",,MadNLP/MadNLP.jl,MIT,A solver for nonlinear programming with GPU support.,https://github.com/MadNLP/MadNLP.jl,https://github.com/MadNLP/MadNLP.jl,2020-09-16 23:07:35,2025-08-24 22:12:15.000000,2025-08-24 21:56:42,547.0,19.0,35.0,211.0,16.0,16,True,https://madnlp.github.io/MadNLP.jl/stable/,10.0,368.0,70.0,2025-08-24 22:12:16.000,0.8.10,28.0,31.0,,,,,,,,,,,,,,3.0,,,,,,,
82,PowerSimulationsDynamics.jl,phasor,"['gha', 'julia', 'lab']",,NREL-Sienna/PowerSimulationsDynamics.jl,BSD-3,Dynamic Power System simulations; NREL Sienna.,https://github.com/NREL-Sienna/PowerSimulationsDynamics.jl,https://www.nrel.gov/analysis/sienna.html,2020-07-16 19:36:16,2025-07-09 18:24:04.000000,2025-07-09 05:32:28,2414.0,51.0,45.0,205.0,15.0,16,True,https://nrel-sienna.github.io/PowerSimulationsDynamics.jl/stable,13.0,245.0,93.0,2025-07-09 18:08:11.000,0.15.0,42.0,1.0,,,,,,,,,,,,,,2.0,,,,,,,
83,Xyce,phasor,"['pypi', 'conda', 'jupyter', 'python', 'lab']",,Xyce/Xyce,GPL-3,The Xyce Parallel Electronic Simulator.,https://github.com/Xyce/Xyce,https://xyce.sandia.gov/,2019-05-09 15:56:12,2025-08-25 18:10:48.000000,2025-08-25 16:47:20,174.0,31.0,39.0,186.0,8.0,16,True,https://xyce.sandia.gov/documentation-tutorials/,11.0,11.0,75.0,2025-02-03 18:36:44.000,Release-7.9.0,14.0,47.0,xyce,vlsida-eda/xyce,1008.0,133.0,,,https://pypi.org/project/xyce,2022-01-05 14:07:36.000,,7.0,https://anaconda.org/vlsida-eda/xyce,2025-03-25 16:27:12.035,3522.0,2.0,,,,,,,
84,ReEDS-2.0,steady-state,"['python', 'gha', 'lab']",,NREL/ReEDS-2.0,GPL-3.0,Capacity planning and dispatch model.,https://github.com/NREL/ReEDS-2.0,https://www.nrel.gov/analysis/reeds/,2019-05-28 15:57:01,2025-08-25 16:25:44.000000,2025-08-25 16:22:33,108.0,71.0,3.0,156.0,14.0,16,True,https://www.nrel.gov/docs/fy21osti/78195.pdf,132.0,47.0,22.0,2025-08-25 16:24:54.000,2025.5.1,14.0,11.0,,,,,,,,,,,,,,3.0,,,,,,,
85,dGen,dataman,"['gha', 'python', 'jupyter', 'lab']",,NREL/dgen,BSD-3,The Distributed Generation Market Demand (dGen) model.,https://github.com/NREL/dgen,https://github.com/NREL/dgen,2020-04-15 15:51:02,2025-08-13 17:49:29.000000,2025-07-22 16:22:43,241.0,164.0,30.0,69.0,12.0,16,True,https://nrel.github.io/dgen/,16.0,28.0,21.0,2024-12-18 17:32:05.000,2.0.0,2.0,36.0,,,,,,,,,,,,,,3.0,,,,,,,
86,LTB AMS,steady-state,"['gha', 'azure', 'pypi', 'conda', 'jupyter', 'python', 'university']",,CURENT/ams,GPL-3,Scheduling Modeling and Simulation; CURENT LTB.,https://github.com/CURENT/ams,https://ltb.curent.org/,2022-10-05 11:57:30,2025-08-24 23:28:49.000000,2025-08-18 22:13:43,2570.0,8.0,14.0,18.0,4.0,16,True,https://ams.readthedocs.io/en/latest/,2.0,166.0,7.0,2025-08-18 22:22:27.000,1.0.13,35.0,32.0,ltbams,conda-forge/ltbams,32.0,1295.0,3.0,3.0,https://pypi.org/project/ltbams,2025-08-18 22:21:58.000,,295.0,https://anaconda.org/conda-forge/ltbams,2025-08-19 04:41:15.342,17966.0,3.0,,,,,,,
87,KVXOPT,opl,"['gha', 'pypi', 'conda', 'python', 'volunteer']",,sanurielf/kvxopt,GPL-3,CVXOPT with more wrappers suite-sparse.,https://github.com/sanurielf/kvxopt,https://github.com/sanurielf/kvxopt,2014-03-17 19:08:31,2025-06-20 23:00:47.000000,2025-06-20 17:49:21,300.0,1.0,,12.0,16.0,16,True,https://sanurielf.github.io/kvxopt/userguide/,2.0,5.0,7.0,2025-06-20 18:09:36.000,1.3.2.2,20.0,16.0,kvxopt,conda-forge/kvxopt,,11567.0,45.0,31.0,https://pypi.org/project/kvxopt,2025-06-20 18:07:23.000,14.0,4077.0,https://anaconda.org/conda-forge/kvxopt,2025-06-20 22:42:44.007,344557.0,3.0,,,,,,,
