,name,category,labels,resource,github_id,license,description,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,open_issue_count,star_count,contributor_count,projectrank,show,docs_url,watchers_count,pr_count,closed_issue_count,latest_stable_release_published_at,latest_stable_release_number,release_count,recent_commit_count,pypi_id,conda_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,dockerhub_stars,updated_github_id,new_addition
45,Atlite,data,"['gha', 'pypi', 'conda', 'jupyter', 'python', 'university']",,PyPSA/atlite,BSD-2,Calculating Renewable Power Potentials.,https://github.com/PyPSA/atlite,https://pypsa.org,2016-11-03 23:59:25,2025-07-24 12:01:03.000000,2025-07-24 12:01:01,807.0,107.0,42.0,326.0,42.0,24,True,https://atlite.readthedocs.io/en/master/?badge=master,13.0,314.0,103.0,2025-05-12 15:07:01.000,0.4.1,21.0,15.0,atlite,conda-forge/atlite,,3809.0,110.0,110.0,https://pypi.org/project/atlite,2025-05-12 15:07:01.000,,2299.0,https://anaconda.org/conda-forge/atlite,2025-05-12 19:20:51.661,92155.0,2.0,,,,,,,,
46,powerplantmatching,data,"['gha', 'pypi', 'conda', 'python', 'university']",,PyPSA/powerplantmatching,BSD-2,Tools to combine multiple power plant databases.,https://github.com/PyPSA/powerplantmatching,https://pypsa.org,2016-08-15 16:36:25,2025-07-07 18:28:47.000000,2025-07-02 13:24:16,993.0,67.0,28.0,190.0,34.0,24,True,https://atlite.readthedocs.io/en/master/?badge=master,21.0,147.0,74.0,2025-02-01 11:01:49.000,0.7.1,33.0,3.0,powerplantmatching,conda-forge/powerplantmatching,87.0,2587.0,83.0,83.0,https://pypi.org/project/powerplantmatching,2025-02-01 11:01:49.000,,1081.0,https://anaconda.org/conda-forge/powerplantmatching,2025-04-22 14:57:16.346,82829.0,2.0,,,,,,,,
47,PowSyBl Core,steady-state,"['gha', 'java', 'non-profit']",,powsybl/powsybl-core,MPL-2.0,Framework to build power system software.,https://github.com/powsybl/powsybl-core,https://www.powsybl.org,2017-09-29 14:51:18,2025-07-31 12:48:09.000000,2025-07-31 12:48:07,3530.0,47.0,297.0,140.0,120.0,24,True,https://www.javadoc.io/doc/com.powsybl/powsybl-core/latest/,22.0,2926.0,382.0,2025-07-16 11:26:38.000,6.8.1,100.0,88.0,,,,,91.0,91.0,,,,,,,,2.0,,,,,,,,
48,CBC,ops,"['gha', 'conda', 'python', 'julia', 'c', 'non-profit']",,coin-or/Cbc,EPL-2.0,COIN-OR Branch-and-Cut solver.,https://github.com/coin-or/Cbc,https://www.coin-or.org/,2019-03-02 23:20:41,2025-07-31 03:25:26.890000,2025-07-30 13:50:34,2531.0,120.0,153.0,917.0,34.0,23,True,https://coin-or.github.io/Cbc/Doxygen/,40.0,83.0,376.0,2024-08-20 07:17:43.000,releases/2.10.12,14.0,15.0,,conda-forge/coincbc,106194.0,25923.0,,,,,,,https://anaconda.org/conda-forge/coincbc,2025-07-31 03:25:26.890,1395823.0,3.0,,,,,,,,
49,Clp,ops,"['gha', 'conda', 'python', 'julia', 'c', 'non-profit']",,coin-or/Cbc,EPL-2.0,COIN-OR Linear Programming Solver.,https://github.com/coin-or/Cbc,https://www.coin-or.org/,2019-03-02 23:20:41,2025-07-31 01:26:44.009000,2025-07-30 13:50:34,2531.0,120.0,153.0,917.0,34.0,23,True,https://coin-or.github.io/Clp/,40.0,83.0,376.0,2024-08-20 07:17:43.000,releases/2.10.12,11.0,15.0,,conda-forge/coin-or-clp,106194.0,20201.0,,,,,,,https://anaconda.org/conda-forge/coin-or-clp,2025-07-31 01:26:44.009,1088444.0,3.0,,,,,,,,
50,Dynaωo,phasor,"['gha', 'modelica', 'for-profit']",,dynawo/dynawo,MPL-2.0,C++/Modelica simulation tools for power systems.,https://github.com/dynawo/dynawo,http://dynawo.org,2019-01-29 13:29:35,2025-07-31 17:04:08.000000,2025-07-31 15:32:10,2532.0,25.0,170.0,86.0,60.0,23,True,https://dynawo.github.io/docs/,8.0,2178.0,1438.0,2025-07-18 14:42:06.000,1.7.0,20.0,63.0,,,18106.0,232.0,,,,,,,,,,1.0,,,,,,,,
51,AMPLPY,ops,"['gha', 'pypi', 'conda', 'jupyter', 'python', 'for-profit']",,ampl/amplpy,BSD-3,Python API for AMPL.,https://github.com/ampl/amplpy,https://ampl.com/,2017-06-27 00:22:07,2025-07-16 19:46:24.000000,2025-07-09 14:38:11,868.0,20.0,,81.0,9.0,23,True,https://amplpy.readthedocs.io/en/latest/,12.0,7.0,48.0,2025-06-20 14:57:20.000,0.15.1,183.0,54.0,amplpy,conda-forge/amplpy,,45630.0,134.0,126.0,https://pypi.org/project/amplpy,2025-07-09 16:14:51.000,8.0,37959.0,https://anaconda.org/conda-forge/amplpy,2025-04-22 14:57:01.426,452590.0,3.0,,,,,,,,
52,PYPOWER,steady-state,"['gha', 'pypi', 'conda', 'python', 'non-profit']",,rwl/PYPOWER,BSD,Port of MATPOWER to Python.,https://github.com/rwl/PYPOWER,rwl.github.io/PYPOWER/api/,2009-05-22 12:14:47,2025-07-10 17:17:48.000000,2025-07-10 17:16:00,360.0,122.0,35.0,373.0,22.0,22,True,http://rwl.github.io/PYPOWER/index.html,25.0,47.0,13.0,2025-07-10 17:17:48.000,5.1.19,20.0,2.0,PYPOWER,invenia/pypower,,19355.0,171.0,152.0,https://pypi.org/project/PYPOWER,2025-07-10 17:17:48.000,19.0,19322.0,https://anaconda.org/invenia/pypower,2025-03-25 16:27:17.396,3187.0,2.0,,hwanghust/pypower,https://hub.docker.com/r/hwanghust/pypower,2019-05-19 07:28:05.197725,24.0,,,
53,LTB ANDES,phasor,"['gha', 'azure', 'pypi', 'conda', 'jupyter', 'python', 'julia', 'university']",,CURENT/andes,GPL-3,Transient Stability Simulator; CURENT LTB.,https://github.com/CURENT/andes,https://ltb.curent.org/,2016-11-07 01:04:50,2025-05-17 13:21:04.000000,2025-05-02 01:27:15,4622.0,124.0,15.0,279.0,24.0,22,True,https://docs.andes.app/en/latest/,14.0,287.0,64.0,2025-01-05 17:48:40.000,1.9.3,114.0,,andes,conda-forge/andes,,12467.0,32.0,28.0,https://pypi.org/project/andes,2025-01-05 17:48:40.000,4.0,1883.0,https://anaconda.org/conda-forge/andes,2025-04-22 14:57:03.796,656210.0,1.0,1.0,CURENT/andes,https://hub.docker.com/r/CURENT/andes,,,,,
54,HELICS,msg,"['gha', 'pypi', 'conda', 'python', 'julia', 'octave', 'java', 'c', 'lab']",,GMLC-TDC/HELICS,BSD-3,Co-simulation framework.,https://github.com/GMLC-TDC/HELICS,https://helics.org/tools/,2017-06-01 17:03:19,2025-07-29 14:07:20.000000,2025-07-17 15:25:34,3573.0,45.0,94.0,143.0,39.0,22,True,https://docs.helics.org/en/latest/,15.0,2028.0,583.0,2025-02-28 08:41:58.000,3.6.1,106.0,1.0,helics,conda-forge/helics,27751.0,6917.0,13.0,,https://pypi.org/project/helics,2025-02-28 08:41:58.000,13.0,6357.0,https://anaconda.org/conda-forge/helics,2025-04-22 14:56:53.590,20944.0,1.0,,,,,,,,
55,PyPowSyBl,steady-state,"['gha', 'pypi', 'python', 'java', 'jupyter', 'non-profit']",,powsybl/pypowsybl,MPL-2.0,A PowSyBl and Python integration.,https://github.com/powsybl/pypowsybl,https://www.powsybl.org,2020-11-09 10:30:33,2025-07-30 16:15:54.000000,2025-07-29 08:03:53,778.0,13.0,89.0,66.0,34.0,22,True,https://pypowsybl.readthedocs.io/en/latest/,20.0,818.0,177.0,2025-07-25 13:10:15.000,1.12.0,48.0,43.0,pypowsybl,,334.0,5237.0,8.0,,https://pypi.org/project/pypowsybl,2025-07-24 15:01:49.000,8.0,5231.0,,,,2.0,,,,,,,,
56,PyPSA-Eur,steady-state,"['gha', 'python', 'university']",,PyPSA/pypsa-eur,MIT,Sector-Coupled Optimisation Model of the European Energy System.,https://github.com/PyPSA/pypsa-eur,https://pypsa.org,2017-10-11 23:54:41,2025-07-31 14:44:31.000000,2025-07-31 08:56:33,5587.0,290.0,155.0,456.0,97.0,21,True,https://pypsa-eur.readthedocs.io/en/latest/?badge=latest,19.0,1219.0,405.0,2025-07-11 15:14:12.000,2025.07.0,20.0,69.0,,,,,,,,,,,,,,2.0,,nimfetrisa/pypsa-eur,https://hub.docker.com/r/nimfetrisa/pypsa-eur,,,,,
57,PyPSA-Earth,steady-state,"['gha', 'python', 'volunteer']",,pypsa-meets-earth/pypsa-earth,AGPL-3,Open optimisation model for study energy system futures.,https://github.com/pypsa-meets-earth/pypsa-earth,https://pypsa-meets-earth.github.io/,2021-02-28 19:26:35,2025-07-31 18:16:32.000000,2025-07-31 12:54:32,6289.0,248.0,206.0,278.0,80.0,21,True,https://pypsa-earth.readthedocs.io/,11.0,895.0,338.0,2024-12-24 14:24:19.000,0.6.0,12.0,220.0,,,,,,,,,,,,,,2.0,,,,,,,,
58,PIQP,ops,"['gha', 'pypi', 'conda', 'python', 'c', 'octave', 'r', 'university']",,PREDICT-EPFL/piqp,BSD-2,Proximal Interior Point Quadratic Programming solver.,https://github.com/PREDICT-EPFL/piqp,https://github.com/PREDICT-EPFL/piqp,2023-01-25 13:55:12,2025-07-25 09:21:47.000000,2025-06-30 20:49:29,533.0,16.0,5.0,116.0,5.0,21,True,https://predict-epfl.github.io/piqp/,9.0,13.0,11.0,2025-06-30 21:42:36.000,0.6.0,16.0,14.0,piqp,conda-forge/piqp,785.0,23234.0,56.0,47.0,https://pypi.org/project/piqp,2025-06-30 21:42:36.000,9.0,13017.0,https://anaconda.org/conda-forge/piqp,2025-07-01 13:25:59.506,234294.0,3.0,,,,,,,,
59,GridPath,steady-state,"['gha', 'python', 'for-profit']",,blue-marble/gridpath,Apache-2,Power system planning and operations.,https://github.com/blue-marble/gridpath,https://www.gridpath.io/,2016-08-12 18:13:28,2025-07-17 21:39:03.000000,2025-07-17 21:39:01,1595.0,44.0,82.0,113.0,13.0,21,True,https://gridpath.readthedocs.io/en/latest/?badge=latest,10.0,932.0,261.0,2025-07-03 22:00:10.000,2025.6.1,33.0,28.0,GridPath,,1322.0,342.0,4.0,4.0,https://pypi.org/project/GridPath,2025-07-03 21:42:54.000,,321.0,,,,2.0,,,,,,,,
60,PowerSimulations.jl,steady-state,"['gha', 'julia', 'lab']",,NREL-Sienna/PowerSimulations.jl,BSD-3,Power Systems optimization simulation and modeling; NREL Sienna.,https://github.com/NREL-Sienna/PowerSimulations.jl,https://www.nrel.gov/analysis/sienna.html,2017-11-03 21:11:22,2025-07-29 15:53:32.000000,2025-06-16 19:37:54,9429.0,72.0,83.0,294.0,41.0,20,True,https://nrel-sienna.github.io/PowerSimulations.jl/latest,19.0,901.0,344.0,2025-06-09 19:53:16.000,0.30.2,100.0,5.0,,,,,,,,,,,,,,2.0,,,,,,,,
61,PyOptInterface,opl,"['gha', 'pypi', 'jupyter', 'python', 'volunteer']",,metab0t/PyOptInterface,MPL-2.0,Efficient modeling interface for optimization in Python.,https://github.com/metab0t/PyOptInterface,https://github.com/metab0t/PyOptInterface,2023-06-13 16:11:33,2025-06-30 13:55:29.000000,2025-06-30 13:52:47,417.0,16.0,8.0,282.0,2.0,20,True,https://metab0t.github.io/PyOptInterface/,6.0,2.0,22.0,2025-03-19 07:06:10.000,0.4.1,14.0,11.0,pyoptinterface,,,2120.0,24.0,20.0,https://pypi.org/project/pyoptinterface,2025-03-19 07:06:10.000,4.0,2120.0,,,,3.0,,,,,,,,
62,DPsim,emt,"['gha', 'pypi', 'jupyter', 'python', 'c', 'university']",,sogno-platform/dpsim,MPL-2.0,Simulation for both EMT and phasor.,https://github.com/sogno-platform/dpsim,https://dpsim.fein-aachen.org/,2020-01-29 08:49:59,2025-07-07 18:18:05.000000,2025-07-07 18:12:09,4759.0,61.0,83.0,88.0,37.0,20,True,https://dpsim.fein-aachen.org/docs/,9.0,247.0,74.0,2023-07-13 13:38:01.948,1.1.1,9.0,18.0,dpsim,,,101.0,11.0,11.0,https://pypi.org/project/dpsim,2022-12-10 09:56:59.646,,101.0,,,,1.0,,,,,,,,
63,PowerModels.jl,steady-state,"['gha', 'julia', 'lab']",,lanl-ansi/PowerModels.jl,BSD,Power Network Optimization.,https://github.com/lanl-ansi/PowerModels.jl,https://github.com/lanl-ansi/PowerModels.jl,2016-08-01 20:30:54,2025-07-30 02:23:53.000000,2025-07-17 05:23:10,1008.0,158.0,93.0,426.0,32.0,19,True,https://lanl-ansi.github.io/PowerModels.jl/stable/,23.0,480.0,415.0,2025-05-20 22:14:41.000,0.21.4,79.0,6.0,,,,,,,,,,,,,,2.0,,,,,,,,
64,GenX,steady-state,"['julia', 'gha', 'university']",,GenXProject/GenX,GPL-2.0,Configurable capacity expansion model.,https://github.com/GenXProject/GenX.jl,https://energy.mit.edu/genx/,2021-05-19 17:57:57,2025-07-30 13:57:50.000000,2025-07-11 15:52:09,1125.0,131.0,52.0,315.0,36.0,19,True,https://genxproject.github.io/GenX/dev/,17.0,551.0,254.0,2025-07-11 18:02:01.000,0.4.5,17.0,14.0,,,,,,,,,,,,,,2.0,,,,,,,GenXProject/GenX.jl,
65,SimBench,data,"['python', 'pypi', 'conda', 'juptyer', 'gha']",,e2nIEE/simbench,odbl-1.0,Benchmark dataset of German LV/MV/HV grids including 15min time series for 1 year.,https://github.com/e2nIEE/simbench,https://simbench.de/en/,2019-05-13 14:10:08,2025-04-13 10:12:48.000000,2025-04-13 10:12:38,160.0,30.0,3.0,121.0,4.0,19,True,https://simbench.readthedocs.io/en/stable/?badge=stable,6.0,26.0,32.0,2025-04-13 10:12:48.000,1.6.1,11.0,,simbench,conda-forge/simbench,,3211.0,57.0,47.0,https://pypi.org/project/simbench,2025-04-13 10:12:48.000,10.0,3211.0,https://anaconda.org/conda-forge/simbench,,,3.0,,,,,,,,
66,REopt,steady-state,"['gha', 'python', 'julia', 'lab']",,NREL/REopt_API,BSD-3,Renewable Energy Integration & Optimization.,https://github.com/NREL/REopt_API,https://www.nrel.gov/reopt/,2018-12-17 21:24:59,2025-07-29 17:29:31.000000,2025-07-18 15:00:51,5398.0,57.0,43.0,106.0,23.0,19,True,https://github.com/NREL/REopt_API/wiki,8.0,566.0,41.0,2025-07-01 21:50:33.000,3.13.2,62.0,50.0,,,573.0,8.0,,,,,,,,,,2.0,,,,,,,,
67,OpenDSSDirect.py,intf,"['gha', 'pypi', 'python', 'jupyter', 'volunteer']",,dss-extensions/OpenDSSDirect.py,MIT,A direct library interface to OpenDSS.,https://github.com/dss-extensions/OpenDSSDirect.py,https://dss-extensions.org/,2017-06-20 19:18:22,2024-03-29 06:05:46.000000,2024-03-29 05:10:43,451.0,25.0,17.0,96.0,3.0,19,True,https://dss-extensions.org/OpenDSSDirect.py/,13.0,31.0,89.0,2024-03-29 06:18:05.000,0.9.4,43.0,,OpenDSSDirect.py,,,3909.0,92.0,76.0,https://pypi.org/project/OpenDSSDirect.py,2021-03-11 01:53:34.000,16.0,3909.0,,,,1.0,,,,,,,,
68,LightSim2Grid,steady-state,"['gha', 'pypi', 'python', 'for-profit']",,BDonnot/lightsim2grid,MPL-2.0,A fast backend for the Grid2Op.,https://github.com/Grid2op/lightsim2grid,https://l2rpn.chalearn.org/,2020-03-09 07:35:27,2025-04-29 09:38:25.000000,2025-04-28 07:07:47,912.0,12.0,17.0,53.0,6.0,19,True,https://lightsim2grid.readthedocs.io/en/latest/,2.0,57.0,38.0,2025-04-28 08:18:06.000,0.10.3,37.0,,LightSim2Grid,,300.0,16012.0,92.0,69.0,https://pypi.org/project/LightSim2Grid,2025-04-28 08:18:06.000,23.0,16002.0,,,,2.0,,bdonnot/lightsim2grid,https://hub.docker.com/r/bdonnot/lightsim2grid,2022-02-01 17:50:28.347059,369.0,,Grid2op/lightsim2grid,
69,py-dss-interface,intf,"['gha', 'pypi', 'python', 'jupyter', 'non-profit']",,PauloRadatz/py_dss_interface,MIT,A package for access to direct dll version of OpenDSS.,https://github.com/PauloRadatz/py_dss_interface,https://github.com/PauloRadatz/py_dss_interface,2020-06-12 18:58:36,2025-05-23 12:42:07.000000,2025-05-23 12:42:05,666.0,10.0,,32.0,6.0,19,True,https://py-dss-interface.readthedocs.io/en/latest/,6.0,48.0,55.0,2025-05-23 12:37:41.000,2.1.1,21.0,3.0,py-dss-interface,,5.0,1083.0,46.0,37.0,https://pypi.org/project/py-dss-interface,2025-05-23 12:37:41.000,9.0,1083.0,,,,1.0,,,,,,,,
70,PowerGenome,data,"['gha', 'pypi', 'conda', 'python']",,PowerGenome/PowerGenome,MIT,Create inputs for power systems models.,https://github.com/PowerGenome/PowerGenome,https://groups.io/g/powergenome,2019-07-18 17:33:40,2025-07-31 16:35:04.000000,2025-03-21 18:09:22,1824.0,72.0,94.0,213.0,18.0,18,True,https://github.com/PowerGenome/PowerGenome/wiki,18.0,232.0,89.0,2025-03-21 18:15:20.000,0.7.0,20.0,,PowerGenome,conda-forge/powergenome,,85.0,,,https://pypi.org/project/PowerGenome,2025-03-21 18:15:20.000,,23.0,https://anaconda.org/conda-forge/powergenome,2025-04-22 14:58:55.013,1126.0,3.0,,,,,,,,
71,GridLAB-D,phasor,"['c', 'gha', 'lab']",,gridlab-d/gridlab-d,https://github.com/gridlab-d/gridlab-d/blob/master/LICENSE,Distribution power system simulator.,https://github.com/gridlab-d/gridlab-d,https://www.gridlabd.org/,2016-08-29 17:43:21,2025-07-30 21:20:56.000000,2025-05-28 20:17:33,4426.0,117.0,328.0,176.0,76.0,18,True,https://gridlab-d.shoutwiki.com/wiki/Source_documentation,24.0,158.0,1011.0,2025-01-07 00:39:44.000,5.3.0,7.0,1.0,,,6953.0,79.0,,,,,,,,,,2.0,,,,,,,,
72,Gurobi OptiMods,steady-state,"['gha', 'python', 'for-profit']",,Gurobi/gurobi-optimods,Apache-2.0,Implemented optimization use cases using Gurobi.,https://github.com/Gurobi/gurobi-optimods,https://www.gurobi.com/features/gurobi-optimods/,2022-11-18 16:25:03,2025-03-12 23:27:48.000000,2025-03-12 23:02:12,690.0,34.0,25.0,162.0,15.0,18,True,https://gurobi-optimods.readthedocs.io/en/stable/,11.0,90.0,59.0,2025-03-12 23:11:11.000,2.3.2,12.0,,gurobi-optimods,,,227.0,8.0,8.0,https://pypi.org/project/gurobi-optimods,2025-03-12 23:27:48.000,,227.0,,,,2.0,,,,,,,,
73,PowSyBl Diagram,vis,"['gha', 'java', 'jupyter', 'for-profit']",,powsybl/powsybl-diagram,MPL-2.0,single-line substation diagrams and network graph diagrams.,https://github.com/powsybl/powsybl-diagram,https://www.powsybl.org,2019-10-11 11:25:46,2025-07-31 13:45:01.000000,2025-07-22 15:11:44,558.0,16.0,66.0,90.0,29.0,18,True,https://www.powsybl.org/pages/documentation/developer/api_guide/svg-writing.html,20.0,543.0,117.0,2025-07-16 14:52:36.000,4.9.0,52.0,20.0,,,,,32.0,32.0,,,,,,,,1.0,,,,,,,,
74,CIMpy,intf,"['gha', 'python', 'non-profit']",,sogno-platform/cimpy,MPL-2.0,CIM files to the XML/RDF format.,https://github.com/sogno-platform/cimpy,https://github.com/sogno-platform/cimpy,2020-01-29 08:22:48,2025-03-09 07:52:14.000000,2025-02-23 21:37:23,230.0,23.0,12.0,61.0,11.0,18,True,https://sogno.energy/cimpy/,3.0,27.0,12.0,2025-03-09 07:52:14.000,1.2.0,9.0,,cimpy,,,1435.0,13.0,12.0,https://pypi.org/project/cimpy,2024-06-20 20:41:41.000,1.0,1435.0,,,,1.0,,,,,,,,
75,openTEPES,steady-state,"['python', 'jupyter', 'gha', 'university']",,IIT-EnergySystemModels/openTEPES,AGPL-3,"Open Generation, Storage, and Transmission Operation and Expansion Planning Model.",https://github.com/IIT-EnergySystemModels/openTEPES,https://github.com/IIT-EnergySystemModels/openTEPES,2020-07-24 21:11:41,2025-07-30 09:14:27.000000,2025-07-23 08:10:20,2985.0,22.0,3.0,46.0,8.0,18,True,https://opentepes.readthedocs.io/en/latest/index.html,4.0,82.0,10.0,2025-04-08 09:44:11.000,4.18.4,106.0,115.0,openTEPES,,120.0,554.0,,,https://pypi.org/project/openTEPES,2025-06-24 07:50:23.000,,552.0,,,,2.0,,,,,,,,
76,LTB AMS,steady-state,"['gha', 'azure', 'pypi', 'conda', 'jupyter', 'python', 'university']",,CURENT/ams,GPL-3,Scheduling Modeling and Simulation; CURENT LTB.,https://github.com/CURENT/ams,https://ltb.curent.org/,2022-10-05 11:57:30,2025-06-10 21:05:55.000000,2025-05-30 00:16:06,2538.0,8.0,14.0,14.0,4.0,18,True,https://ams.readthedocs.io/en/latest/,2.0,165.0,7.0,2025-05-30 00:21:52.000,1.0.12,34.0,191.0,ltbams,conda-forge/ltbams,30.0,1252.0,3.0,3.0,https://pypi.org/project/ltbams,2025-05-30 00:21:21.000,,246.0,https://anaconda.org/conda-forge/ltbams,2025-05-31 04:14:39.776,17069.0,2.0,,,,,,,,
77,Xyce,phasor,"['pypi', 'conda', 'jupyter', 'python', 'lab']",,Xyce/Xyce,GPL-3,The Xyce Parallel Electronic Simulator.,https://github.com/Xyce/Xyce,https://xyce.sandia.gov/,2019-05-09 15:56:12,2025-07-21 19:12:43.000000,2025-07-21 16:36:31,155.0,31.0,35.0,186.0,8.0,17,True,https://xyce.sandia.gov/documentation-tutorials/,11.0,11.0,73.0,2025-02-03 18:36:44.000,Release-7.9.0,14.0,58.0,xyce,vlsida-eda/xyce,996.0,133.0,,,https://pypi.org/project/xyce,2022-01-05 14:07:36.000,,6.0,https://anaconda.org/vlsida-eda/xyce,2025-03-25 16:27:12.035,3445.0,2.0,,,,,,,,
78,PyPSA-USA,steady-state,"['python', 'jupyter', 'university']",,PyPSA/pypsa-usa,MIT,Power System Model for the United States.,https://github.com/PyPSA/pypsa-usa,https://pypsa.org,2022-06-07 15:13:26,2025-07-28 18:17:56.000000,2025-07-01 22:16:37,2325.0,32.0,105.0,90.0,12.0,17,True,https://pypsa-usa.readthedocs.io/,7.0,300.0,241.0,2025-04-26 05:06:38.000,0.6.0,7.0,4.0,,,,,,,,,,,,,,3.0,,,,,,,,
79,TESP,steady-state,"['gha', 'python', 'jupyter', 'pypi', 'lab']",,pnnl/tesp,BSD-3,Transactive Energy Simulation Platform.,https://github.com/pnnl/tesp,https://github.com/pnnl/tesp,2017-03-28 16:41:17,2025-07-03 23:24:36.000000,2024-12-15 02:47:00,2165.0,39.0,33.0,45.0,26.0,17,True,https://tesp.readthedocs.io/en/latest/,16.0,62.0,95.0,2024-12-15 02:43:06.000,1.3.6,54.0,,tesp_support,,495.0,123.0,2.0,2.0,https://pypi.org/project/tesp_support,2024-12-15 02:13:01.000,,118.0,,,,3.0,,,,,,,,
80,RSOME,opl,"['gha', 'pypi', 'jupyter', 'python', 'university']",,XiongPengNUS/rsome,GPL-3,Robust Stochastic Optimization Made Easy.,https://github.com/XiongPengNUS/rsome,https://github.com/XiongPengNUS/rsome,2020-07-26 13:00:05,2024-11-15 13:40:52.000000,2024-11-15 13:40:10,218.0,59.0,7.0,325.0,3.0,16,True,https://xiongpengnus.github.io/rsome/,3.0,21.0,38.0,2024-06-25 13:42:14.000,1.3.0,34.0,,rsome,,,412.0,4.0,,https://pypi.org/project/rsome,2024-10-29 06:05:15.000,4.0,412.0,,,,3.0,,,,,,,,
81,Clarabel.jl,ops,"['gha', 'julia', 'university']",,oxfordcontrol/Clarabel.jl,Apache-2.0,Interior-point solver for convex conic optimisation in Julia.,https://github.com/oxfordcontrol/Clarabel.jl,https://github.com/oxfordcontrol/Clarabel.jl,2021-11-09 14:28:22,2025-07-14 14:44:53.000000,2025-05-23 18:00:01,913.0,21.0,8.0,210.0,12.0,16,True,https://clarabel.org,3.0,147.0,53.0,2025-05-23 18:28:14.000,0.11.0,17.0,9.0,,,,,,,,,,,,,,3.0,,,,,,,,
82,MadNLP,ops,"['gha', 'julia', 'university']",,MadNLP/MadNLP.jl,MIT,A solver for nonlinear programming with GPU support.,https://github.com/MadNLP/MadNLP.jl,https://github.com/MadNLP/MadNLP.jl,2020-09-16 23:07:35,2025-07-28 04:28:02.000000,2025-07-28 04:23:51,535.0,19.0,35.0,208.0,16.0,16,True,https://madnlp.github.io/MadNLP.jl/stable/,10.0,352.0,68.0,2025-06-23 15:15:09.000,0.8.8,25.0,27.0,,,,,,,,,,,,,,3.0,,,,,,,,
83,PowerSimulationsDynamics.jl,phasor,"['gha', 'julia', 'lab']",,NREL-Sienna/PowerSimulationsDynamics.jl,BSD-3,Dynamic Power System simulations; NREL Sienna.,https://github.com/NREL-Sienna/PowerSimulationsDynamics.jl,https://www.nrel.gov/analysis/sienna.html,2020-07-16 19:36:16,2025-07-09 18:24:04.000000,2025-07-09 05:32:28,2414.0,50.0,45.0,202.0,15.0,16,True,https://nrel-sienna.github.io/PowerSimulationsDynamics.jl/stable,13.0,245.0,93.0,2025-07-09 18:08:11.000,0.15.0,42.0,1.0,,,,,,,,,,,,,,2.0,,,,,,,,
84,dsgrid,dataman,"['gha', 'python', 'pypi', 'lab']",,dsgrid/dsgrid,BSD-3,"Demand-side grid projects, datasets and queries.",https://github.com/dsgrid/dsgrid,https://github.com/dsgrid/dsgrid,2020-12-09 23:51:36,2025-07-31 18:42:46.000000,2025-07-16 22:20:58,1785.0,29.0,55.0,102.0,6.0,16,True,https://dsgrid.github.io/dsgrid,5.0,239.0,67.0,2024-12-12 20:46:21.000,0.1.0,7.0,31.0,dsgrid,,,20.0,,,https://pypi.org/project/dsgrid,2014-12-18 16:20:53.000,,20.0,,,,1.0,-1.0,,,,,,,
85,OpenIPSL,phasor,"['gha', 'modelica', 'university']",,OpenIPSL/OpenIPSL,BSD-3,A Power System Library written in the Modelica.,https://github.com/OpenIPSL/OpenIPSL,https://github.com/OpenIPSL/OpenIPSL,2016-04-16 09:09:47,2025-04-07 15:50:56.000000,2025-04-07 15:50:56,1851.0,56.0,16.0,92.0,35.0,16,True,https://doc.openipsl.org,22.0,239.0,109.0,2022-06-23 13:05:59.000,3.0.1,15.0,,,,504.0,4.0,,,,,,,,,,2.0,,,,,,,,
86,dGen,dataman,"['gha', 'python', 'jupyter', 'lab']",,NREL/dgen,BSD-3,The Distributed Generation Market Demand (dGen) model.,https://github.com/NREL/dgen,https://github.com/NREL/dgen,2020-04-15 15:51:02,2025-07-25 16:12:14.000000,2025-07-22 16:22:43,241.0,162.0,23.0,69.0,11.0,16,True,https://nrel.github.io/dgen/,16.0,27.0,20.0,2024-12-18 17:32:05.000,2.0.0,2.0,44.0,,,,,,,,,,,,,,1.0,,,,,,,,
87,AltDSS/DSS C-API,intf,"['gha', 'volunteer']",,dss-extensions/dss_capi,BSD-3,a plain C interface to OpenDSS.,https://github.com/dss-extensions/dss_capi,https://dss-extensions.org/,2017-12-18 14:45:11,2025-05-29 15:37:01.000000,2024-07-11 18:58:44,2411.0,13.0,16.0,35.0,8.0,16,True,https://dss-extensions.org/dss-extensions/pascal/,7.0,12.0,103.0,2024-03-29 04:28:39.000,0.14.5,68.0,,,,29112.0,327.0,,,,,,,,,,2.0,,,,,,,,
