,name,category,resource,github_id,license,description,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,open_issue_count,star_count,contributor_count,projectrank,show,docs_url,watchers_count,pr_count,closed_issue_count,latest_stable_release_published_at,latest_stable_release_number,release_count,recent_commit_count,labels,pypi_id,conda_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,dockerhub_stars,updated_github_id
45,pandapipes,gasnet,,e2nIEE/pandapipes,BSD-3,Pipeflow Calculation Tool.,https://github.com/e2nIEE/pandapipes,https://www.pandapipes.org/,2020-02-03 15:04:57,2025-03-20 10:24:38.000000,2025-03-20 10:24:36,2143.0,64.0,78.0,168.0,25.0,24,True,https://jkpandapipes.readthedocs.io/en/latest/,11.0,495.0,87.0,2024-11-07 15:24:10.000,0.11.0,19.0,19.0,"['gha', 'pypi', 'jupyter', 'python']",pandapipes,,,3335.0,35.0,27.0,https://pypi.org/project/pandapipes,2024-12-04 13:21:51.000,8.0,3335.0,,,,1.0,,,,,,,
46,PowSyBl Core,steady-state,,powsybl/powsybl-core,MPL-2.0,Framework to build power system software.,https://github.com/powsybl/powsybl-core,https://www.powsybl.org,2017-09-29 14:51:18,2025-03-20 13:08:19.000000,2025-03-18 10:54:24,3435.0,44.0,282.0,130.0,116.0,24,True,https://www.javadoc.io/doc/com.powsybl/powsybl-core/latest/,21.0,2816.0,354.0,2025-01-23 09:56:20.000,6.6.1,100.0,73.0,"['gha', 'java']",,,,,89.0,89.0,,,,,,,,2.0,,,,,,,
47,LTB ANDES,phasor,,CURENT/andes,GPL-3,Transient Stability Simulator; CURENT LTB.,https://github.com/CURENT/andes,https://ltb.curent.org/,2016-11-07 01:04:50,2025-01-05 22:46:39.355000,2025-01-05 16:16:39,4612.0,116.0,9.0,252.0,23.0,23,True,https://docs.andes.app/en/latest/,14.0,281.0,62.0,2025-01-05 17:48:40.000,1.9.3,114.0,5.0,"['gha', 'azure', 'pypi', 'conda', 'jupyter', 'python', 'julia']",andes,conda-forge/andes,,12663.0,31.0,27.0,https://pypi.org/project/andes,2025-01-05 17:48:40.000,4.0,2431.0,https://anaconda.org/conda-forge/andes,2025-01-05 22:46:39.355,593513.0,1.0,,CURENT/andes,https://hub.docker.com/r/CURENT/andes,,,,
48,CBC,ops,,coin-or/Cbc,EPL-2.0,COIN-OR Branch-and-Cut solver.,https://github.com/coin-or/Cbc,https://www.coin-or.org/,2019-03-02 23:20:41,2025-03-17 15:53:17.000000,2025-03-17 15:53:17,2509.0,116.0,142.0,868.0,34.0,22,True,https://coin-or.github.io/Cbc/Doxygen/,40.0,79.0,354.0,2024-08-20 07:17:43.000,releases/2.10.12,14.0,7.0,"['gha', 'conda', 'python', 'julia', 'c']",,conda-forge/coincbc,43357.0,24670.0,,,,,,,https://anaconda.org/conda-forge/coincbc,2025-03-05 03:10:42.106,1274712.0,3.0,,,,,,,
49,Clp,ops,,coin-or/Cbc,EPL-2.0,COIN-OR Linear Programming Solver.,https://github.com/coin-or/Cbc,https://www.coin-or.org/,2019-03-02 23:20:41,2025-03-17 15:53:17.000000,2025-03-17 15:53:17,2509.0,116.0,142.0,868.0,34.0,22,True,https://coin-or.github.io/Clp/,40.0,79.0,354.0,2024-08-20 07:17:43.000,releases/2.10.12,11.0,7.0,"['gha', 'conda', 'python', 'julia', 'c']",,conda-forge/coin-or-clp,43357.0,17555.0,,,,,,,https://anaconda.org/conda-forge/coin-or-clp,2025-02-27 02:53:53.873,914580.0,3.0,,,,,,,
50,MATPOWER,steady-state,,MATPOWER/matpower,BSD-3,Steady state power flow simulation.,https://github.com/MATPOWER/matpower,https://matpower.org/,2016-12-16 19:12:30,2025-03-20 20:50:29.274637,2025-03-20 19:53:12,2557.0,155.0,23.0,456.0,18.0,22,True,https://matpower.org/doc/,29.0,48.0,194.0,2024-05-17 23:07:00.000,8.0,5.0,20.0,"['gha', 'octave']",,,523841.0,6913.0,,,,,,,,,,2.0,,matpower/matpower,https://hub.docker.com/r/matpower/matpower,2025-03-20 20:50:29.274637,2111.0,,
51,PowerSimulations.jl,steady-state,,NREL-Sienna/PowerSimulations.jl,BSD-3,Power Systems optimization simulation and modeling; NREL Sienna.,https://github.com/NREL-Sienna/PowerSimulations.jl,https://www.nrel.gov/analysis/sienna.html,2017-11-03 21:11:22,2025-03-21 02:13:47.000000,2025-03-14 16:13:55,9418.0,68.0,69.0,289.0,39.0,22,True,https://nrel-sienna.github.io/PowerSimulations.jl/latest,18.0,873.0,325.0,2025-02-27 18:09:18.000,0.30.1,100.0,101.0,"['gha', 'julia']",,,,,,,,,,,,,,2.0,,,,,,,
52,PyPSA-Earth,steady-state,,pypsa-meets-earth/pypsa-earth,AGPL-3,Open optimisation model for study energy system futures.,https://github.com/pypsa-meets-earth/pypsa-earth,https://pypsa-meets-earth.github.io/,2021-02-28 19:26:35,2025-03-20 16:11:25.000000,2025-03-20 16:11:25,5970.0,221.0,167.0,255.0,72.0,22,True,https://pypsa-earth.readthedocs.io/,10.0,810.0,322.0,2024-12-24 14:24:19.000,0.6.0,12.0,231.0,"['gha', 'python']",,,,,,,,,,,,,,2.0,,,,,,,
53,GridPath,steady-state,,blue-marble/gridpath,Apache-2,Power system planning and operations.,https://github.com/blue-marble/gridpath,https://www.gridpath.io/,2016-08-12 18:13:28,2025-03-20 18:10:34.000000,2025-03-20 18:10:13,1557.0,39.0,79.0,104.0,12.0,22,True,https://gridpath.readthedocs.io/en/latest/?badge=latest,10.0,904.0,260.0,2025-02-26 20:20:51.000,2025.4.0,30.0,77.0,"['gha', 'python']",GridPath,,1261.0,493.0,4.0,4.0,https://pypi.org/project/GridPath,2025-02-26 20:20:51.000,,472.0,,,,2.0,,,,,,,
54,PIQP,ops,,PREDICT-EPFL/piqp,BSD-2,Proximal Interior Point Quadratic Programming solver.,https://github.com/PREDICT-EPFL/piqp,https://github.com/PREDICT-EPFL/piqp,2023-01-25 13:55:12,2025-03-19 21:47:50.713000,2025-03-19 21:44:22,480.0,14.0,7.0,102.0,3.0,22,True,https://predict-epfl.github.io/piqp/,7.0,3.0,8.0,2025-03-17 16:37:43.000,0.5.0,15.0,76.0,"['gha', 'pypi', 'conda', 'python', 'c', 'octave', 'r']",piqp,conda-forge/piqp,532.0,42893.0,49.0,40.0,https://pypi.org/project/piqp,2025-03-17 16:37:43.000,9.0,32226.0,https://anaconda.org/conda-forge/piqp,2025-03-19 21:47:50.713,202202.0,3.0,4.0,,,,,,
55,Dynaωo,phasor,,dynawo/dynawo,MPL-2.0,C++/Modelica simulation tools for power systems.,https://github.com/dynawo/dynawo,http://dynawo.org,2019-01-29 13:29:35,2025-03-20 22:18:53.000000,2025-03-20 15:12:36,2447.0,24.0,128.0,81.0,56.0,22,True,https://dynawo.github.io/docs/,8.0,2083.0,1393.0,2024-05-21 08:44:47.000,1.6.0,18.0,48.0,"['gha', 'modelica']",,,17262.0,233.0,,,,,,,,,,1.0,,,,,,,
56,PyPowSyBl,steady-state,,powsybl/pypowsybl,MPL-2.0,A PowSyBl and Python integration.,https://github.com/powsybl/pypowsybl,https://www.powsybl.org,2020-11-09 10:30:33,2025-03-18 14:29:49.000000,2025-03-18 13:58:07,713.0,13.0,78.0,63.0,32.0,22,True,https://pypowsybl.readthedocs.io/en/latest/,20.0,754.0,158.0,2025-02-11 14:12:01.000,1.10.0,44.0,31.0,"['gha', 'pypi', 'python', 'java', 'jupyter']",pypowsybl,,274.0,9465.0,8.0,,https://pypi.org/project/pypowsybl,2025-02-11 08:47:47.000,8.0,9460.0,,,,2.0,,,,,,,
57,LightSim2Grid,steady-state,,BDonnot/lightsim2grid,MPL-2.0,A fast backend for the Grid2Op.,https://github.com/Grid2op/lightsim2grid,https://l2rpn.chalearn.org/,2020-03-09 07:35:27,2025-03-07 14:36:57.000000,2025-03-07 13:44:47,902.0,11.0,19.0,53.0,6.0,22,True,https://lightsim2grid.readthedocs.io/en/latest/,2.0,53.0,36.0,2025-03-07 14:36:57.000,0.10.2,35.0,67.0,"['gha', 'pypi', 'python']",LightSim2Grid,,298.0,17204.0,80.0,57.0,https://pypi.org/project/LightSim2Grid,2025-03-07 14:36:57.000,23.0,17194.0,,,,2.0,,bdonnot/lightsim2grid,https://hub.docker.com/r/bdonnot/lightsim2grid,2022-02-01 17:50:28.347059,319.0,,Grid2op/lightsim2grid
58,PyPSA-Eur,steady-state,,PyPSA/pypsa-eur,MIT,Sector-Coupled Optimisation Model of the European Energy System.,https://github.com/PyPSA/pypsa-eur,https://pypsa.org,2017-10-11 23:54:41,2025-03-19 18:28:03.000000,2025-03-19 18:21:10,5476.0,260.0,151.0,405.0,88.0,21,True,https://pypsa-eur.readthedocs.io/en/latest/?badge=latest,18.0,1089.0,381.0,2025-01-24 21:21:36.000,2025.01.0,18.0,97.0,"['gha', 'python']",,,,,,,,,,,,,,2.0,,nimfetrisa/pypsa-eur,https://hub.docker.com/r/nimfetrisa/pypsa-eur,,,,
59,AMPLPY,ops,,ampl/amplpy,BSD-3,Python API for AMPL.,https://github.com/ampl/amplpy,https://ampl.com/,2017-06-27 00:22:07,2025-03-12 19:18:35.000000,2025-03-12 19:18:30,792.0,19.0,2.0,78.0,9.0,21,True,https://amplpy.readthedocs.io/en/latest/,12.0,7.0,46.0,2024-05-23 16:41:59.000,0.14.0,171.0,13.0,"['gha', 'pypi', 'conda', 'jupyter', 'python']",amplpy,conda-forge/amplpy,,59517.0,116.0,112.0,https://pypi.org/project/amplpy,2024-11-26 20:18:45.000,4.0,52118.0,https://anaconda.org/conda-forge/amplpy,2024-05-30 08:48:34.747,406996.0,3.0,-1.0,,,,,,
60,DPsim,emt,,sogno-platform/dpsim,MPL-2.0,Simulation for both EMT and phasor.,https://github.com/sogno-platform/dpsim,https://dpsim.fein-aachen.org/,2020-01-29 08:49:59,2025-03-20 14:57:06.000000,2025-03-04 13:26:33,4618.0,59.0,83.0,77.0,35.0,21,True,https://dpsim.fein-aachen.org/docs/,9.0,203.0,65.0,2023-07-13 13:38:01.948,1.1.1,9.0,41.0,"['gha', 'pypi', 'jupyter', 'python', 'c']",dpsim,,,376.0,11.0,11.0,https://pypi.org/project/dpsim,2022-12-10 09:56:59.646,,376.0,,,,1.0,,,,,,,
61,PYPOWER,steady-state,,rwl/PYPOWER,BSD,Port of MATPOWER to Python.,https://github.com/rwl/PYPOWER,rwl.github.io/PYPOWER/api/,2009-05-22 12:14:47,2024-09-02 19:20:30.000000,2024-09-02 19:19:24,353.0,113.0,33.0,359.0,20.0,20,True,http://rwl.github.io/PYPOWER/index.html,24.0,45.0,12.0,2024-09-02 19:20:30.000,5.1.17,18.0,,"['gha', 'pypi', 'conda', 'python']",PYPOWER,invenia/pypower,,19996.0,149.0,135.0,https://pypi.org/project/PYPOWER,2024-09-02 19:20:30.000,14.0,19962.0,https://anaconda.org/invenia/pypower,2023-06-16 13:21:19.108,3172.0,2.0,,hwanghust/pypower,https://hub.docker.com/r/hwanghust/pypower,2019-05-19 07:28:05.197725,24.0,,
62,PowerGenome,steady-state,,PowerGenome/PowerGenome,MIT,Create inputs for power systems models.,https://github.com/PowerGenome/PowerGenome,https://groups.io/g/powergenome,2019-07-18 17:33:40,2025-03-20 19:31:57.000000,2025-03-20 17:52:49,1823.0,66.0,77.0,203.0,18.0,20,True,https://github.com/PowerGenome/PowerGenome/wiki,18.0,217.0,85.0,2025-03-20 18:16:03.000,0.7.0rc1,19.0,55.0,"['gha', 'pypi', 'conda', 'python']",PowerGenome,conda-forge/powergenome,,292.0,,,https://pypi.org/project/PowerGenome,2024-05-14 20:58:08.000,,232.0,https://anaconda.org/conda-forge/powergenome,2024-01-02 04:04:47.685,850.0,2.0,2.0,,,,,,
63,GridLAB-D,phasor,,gridlab-d/gridlab-d,https://github.com/gridlab-d/gridlab-d/blob/master/LICENSE,Distribution power system simulator.,https://github.com/gridlab-d/gridlab-d,https://www.gridlabd.org/,2016-08-29 17:43:21,2025-03-17 18:34:43.000000,2024-02-22 22:43:24,4394.0,113.0,319.0,168.0,75.0,20,True,https://gridlab-d.shoutwiki.com/wiki/Source_documentation,24.0,151.0,1009.0,2025-01-07 00:39:44.000,5.3.0,7.0,,"['c', 'gha']",,,5954.0,70.0,,,,,,,,,,2.0,,,,,,,
64,PowerModels.jl,steady-state,,lanl-ansi/PowerModels.jl,BSD,Power Network Optimization.,https://github.com/lanl-ansi/PowerModels.jl,https://github.com/lanl-ansi/PowerModels.jl,2016-08-01 20:30:54,2025-03-04 19:56:05.000000,2025-03-04 19:53:12,990.0,155.0,94.0,410.0,31.0,19,True,https://lanl-ansi.github.io/PowerModels.jl/stable/,22.0,459.0,400.0,2024-11-04 01:25:21.000,0.21.3,78.0,5.0,"['gha', 'julia']",,,,,,,,,,,,,,2.0,,,,,,,
65,GenX,steady-state,,GenXProject/GenX,GPL-2.0,Configurable capacity expansion model.,https://github.com/GenXProject/GenX.jl,https://energy.mit.edu/genx/,2021-05-19 17:57:57,2025-03-02 15:26:06.000000,2025-02-05 04:13:13,1102.0,122.0,50.0,292.0,35.0,19,True,https://genxproject.github.io/GenX/dev/,17.0,539.0,246.0,2025-02-05 04:40:15.000,0.4.4,16.0,22.0,['julia'],,,,,,,,,,,,,,2.0,,,,,,,GenXProject/GenX.jl
66,PyOptInterface,opl,,metab0t/PyOptInterface,MPL-2.0,Efficient modeling interface for optimization in Python.,https://github.com/metab0t/PyOptInterface,https://github.com/metab0t/PyOptInterface,2023-06-13 16:11:33,2025-03-20 16:05:01.000000,2025-03-20 16:02:59,394.0,14.0,3.0,265.0,2.0,19,True,https://metab0t.github.io/PyOptInterface/,5.0,2.0,19.0,2025-01-27 09:30:32.000,0.4.0,13.0,34.0,"['gha', 'pypi', 'jupyter', 'python']",pyoptinterface,,,2049.0,18.0,14.0,https://pypi.org/project/pyoptinterface,2025-01-27 09:30:32.000,4.0,2049.0,,,,3.0,,,,,,,
67,REopt,steady-state,,NREL/REopt_API,BSD-3,Renewable Energy Integration & Optimization.,https://github.com/NREL/REopt_API,https://www.nrel.gov/reopt/,2018-12-17 21:24:59,2025-03-20 15:44:30.000000,2025-03-07 20:58:42,5286.0,55.0,44.0,97.0,22.0,19,True,,8.0,548.0,40.0,2025-03-07 21:00:16.000,3.12.0,57.0,54.0,"['gha', 'python', 'julia']",,,573.0,9.0,,,,,,,,,,2.0,,,,,,,
68,OpenDSSDirect.py,intf,,dss-extensions/OpenDSSDirect.py,MIT,A direct library interface to OpenDSS.,https://github.com/dss-extensions/OpenDSSDirect.py,https://dss-extensions.org/,2017-06-20 19:18:22,2024-03-29 06:05:46.000000,2024-03-29 05:10:43,451.0,23.0,16.0,93.0,3.0,19,True,https://dss-extensions.org/OpenDSSDirect.py/,13.0,31.0,89.0,2024-03-29 06:18:05.000,0.9.4,43.0,,"['gha', 'pypi', 'python', 'jupyter']",OpenDSSDirect.py,,,4025.0,86.0,70.0,https://pypi.org/project/OpenDSSDirect.py,2021-03-11 01:53:34.000,16.0,4025.0,,,,1.0,,,,,,,
69,PyPSA-USA,steady-state,,PyPSA/pypsa-usa,MIT,Power System Model for the United States.,https://github.com/PyPSA/pypsa-usa,https://pypsa.org,2022-06-07 15:13:26,2025-03-20 21:05:22.000000,2025-03-20 20:36:41,2319.0,28.0,92.0,79.0,12.0,19,True,https://pypsa-usa.readthedocs.io/,6.0,263.0,223.0,2025-01-09 21:46:35.000,0.5.0,6.0,62.0,['python'],,,,,,,,,,,,,,2.0,,,,,,,
70,CIMpy,intf,,sogno-platform/cimpy,MPL-2.0,CIM files to the XML/RDF format.,https://github.com/sogno-platform/cimpy,https://github.com/sogno-platform/cimpy,2020-01-29 08:22:48,2025-03-09 07:52:14.000000,2025-02-23 21:37:23,230.0,23.0,12.0,59.0,11.0,19,True,https://sogno.energy/cimpy/,3.0,27.0,12.0,2025-03-09 07:52:14.000,1.2.0,9.0,16.0,"['gha', 'python']",cimpy,,,576.0,10.0,9.0,https://pypi.org/project/cimpy,2024-06-20 20:41:41.000,1.0,576.0,,,,1.0,,,,,,,
71,py-dss-interface,intf,,PauloRadatz/py_dss_interface,MIT,A package for access to direct dll version of OpenDSS.,https://github.com/PauloRadatz/py_dss_interface,https://github.com/PauloRadatz/py_dss_interface,2020-06-12 18:58:36,2025-03-20 15:20:45.000000,2025-03-20 15:20:43,637.0,9.0,34.0,29.0,6.0,18,True,https://py-dss-interface.readthedocs.io/en/latest/,6.0,48.0,21.0,2024-03-21 00:57:23.000,2.0.4,19.0,30.0,"['gha', 'pypi', 'python', 'jupyter']",py-dss-interface,,,859.0,37.0,33.0,https://pypi.org/project/py-dss-interface,2024-03-21 00:57:23.000,4.0,859.0,,,,2.0,,,,,,,
72,RSOME,opl,,XiongPengNUS/rsome,GPL-3,Robust Stochastic Optimization Made Easy.,https://github.com/XiongPengNUS/rsome,https://github.com/XiongPengNUS/rsome,2020-07-26 13:00:05,2024-11-15 13:40:52.000000,2024-11-15 13:40:10,218.0,56.0,7.0,308.0,3.0,17,True,https://xiongpengnus.github.io/rsome/,3.0,20.0,38.0,2024-06-25 13:42:14.000,1.3.0,34.0,,"['gha', 'pypi', 'jupyter', 'python']",rsome,,,1452.0,4.0,,https://pypi.org/project/rsome,2024-10-29 06:05:15.000,4.0,1452.0,,,,3.0,,,,,,,
73,SimBench,data,,e2nIEE/simbench,odbl-1.0,Benchmark dataset of German LV/MV/HV grids including 15min time series for 1 year.,https://github.com/e2nIEE/simbench,https://simbench.de/en/,2019-05-13 14:10:08,2025-03-12 07:20:35.000000,2025-03-12 07:20:26,146.0,29.0,4.0,116.0,4.0,17,True,https://simbench.readthedocs.io/en/stable/?badge=stable,6.0,22.0,30.0,2024-04-23 14:13:23.000,.1.5.3,9.0,4.0,"['python', 'pypi', 'juptyer', 'gha']",simbench,,,2676.0,50.0,43.0,https://pypi.org/project/simbench,2024-04-23 13:51:51.000,7.0,2676.0,,,,3.0,,,,,,,
74,PowSyBl Diagram,vis,,powsybl/powsybl-diagram,MPL-2.0,single-line substation diagrams and network graph diagrams.,https://github.com/powsybl/powsybl-diagram,https://www.powsybl.org,2019-10-11 11:25:46,2025-03-19 19:21:48.000000,2025-02-28 09:22:12,525.0,14.0,61.0,81.0,27.0,17,True,https://www.powsybl.org/pages/documentation/developer/api_guide/svg-writing.html,19.0,513.0,104.0,2024-12-16 15:13:24.000,4.7.0,49.0,3.0,"['gha', 'java', 'jupyter']",,,,,31.0,31.0,,,,,,,,1.0,,,,,,,
75,Clarabel.jl,ops,,oxfordcontrol/Clarabel.jl,Apache-2.0,Interior-point solver for convex conic optimisation in Julia.,https://github.com/oxfordcontrol/Clarabel.jl,https://github.com/oxfordcontrol/Clarabel.jl,2021-11-09 14:28:22,2025-03-19 11:42:58.000000,2025-03-07 17:51:35,893.0,17.0,6.0,195.0,12.0,16,True,https://oxfordcontrol.github.io/ClarabelDocs/stable/,3.0,139.0,52.0,2025-02-02 20:51:00.000,0.10.0,16.0,35.0,"['gha', 'julia']",,,,,,,,,,,,,,3.0,,,,,,,
76,MadNLP,ops,,MadNLP/MadNLP.jl,MIT,A solver for nonlinear programming with GPU support.,https://github.com/MadNLP/MadNLP.jl,https://github.com/MadNLP/MadNLP.jl,2020-09-16 23:07:35,2025-03-10 10:26:23.000000,2025-03-03 13:34:45,504.0,16.0,40.0,182.0,15.0,16,True,https://madnlp.github.io/MadNLP.jl/stable/,11.0,320.0,57.0,2025-01-10 13:18:45.000,0.8.5,22.0,23.0,"['gha', 'julia']",,,,,,,,,,,,,,3.0,,,,,,,
77,dGen,dataman,,NREL/dgen,BSD-3,The Distributed Generation Market Demand (dGen) model.,https://github.com/NREL/dgen,https://github.com/NREL/dgen,2020-04-15 15:51:02,2025-03-20 15:28:49.000000,2025-03-17 23:18:27,162.0,154.0,20.0,64.0,9.0,16,True,https://nrel.github.io/dgen/,17.0,21.0,19.0,2024-12-18 17:32:05.000,2.0.0,2.0,37.0,"['python', 'jupyter']",,,,,,,,,,,,,,1.0,3.0,,,,,,
78,Easy SimAuto,intf,,mzy2240/ESA,Apache-2.0,Python interface to PowerWorld.,https://github.com/mzy2240/ESA,https://github.com/mzy2240/ESA,2019-10-08 21:37:23,2025-01-16 22:58:54.000000,2025-01-16 22:58:54,665.0,13.0,15.0,46.0,12.0,16,True,https://mzy2240.github.io/ESA/html/index.html,4.0,17.0,85.0,2023-06-05 21:19:00.512,1.3.5,52.0,2.0,"['pypi', 'python']",esa,,,1621.0,8.0,7.0,https://pypi.org/project/esa,2022-05-21 02:37:41.000,1.0,1621.0,,,,2.0,,,,,,,
79,LTB AMS,steady-state,,CURENT/ams,GPL-3,Scheduling Modeling and Simulation; CURENT LTB.,https://github.com/CURENT/ams,https://ltb.curent.org/,2022-10-05 11:57:30,2025-03-18 00:25:44.297000,2025-03-17 20:36:49,2178.0,6.0,1.0,10.0,4.0,16,True,https://ams.readthedocs.io/en/latest/,2.0,114.0,2.0,2025-03-17 20:41:33.000,1.0.3,25.0,84.0,"['gha', 'azure', 'pypi', 'conda', 'jupyter', 'python']",ltbams,conda-forge/ltbams,18.0,1268.0,3.0,3.0,https://pypi.org/project/ltbams,2025-03-17 20:41:02.000,,458.0,https://anaconda.org/conda-forge/ltbams,2025-03-18 00:25:44.297,10507.0,3.0,,,,,,,
80,PowerSimulationsDynamics.jl,phasor,,NREL-Sienna/PowerSimulationsDynamics.jl,BSD-3,Dynamic Power System simulations; NREL Sienna.,https://github.com/NREL-Sienna/PowerSimulationsDynamics.jl,https://www.nrel.gov/analysis/sienna.html,2020-07-16 19:36:16,2024-10-21 23:52:13.000000,2024-10-21 23:36:52,2413.0,45.0,44.0,191.0,15.0,15,True,https://nrel-sienna.github.io/PowerSimulationsDynamics.jl/stable,13.0,241.0,90.0,2024-06-05 04:15:13.000,0.14.2,41.0,,"['gha', 'julia']",,,,,,,,,,,,,,2.0,,,,,,,
81,EGRET,steady-state,,grid-parity-exchange/Egret,BSD,Tools for Power Systems Optimization Modeling.,https://github.com/grid-parity-exchange/Egret,https://github.com/grid-parity-exchange/Egret,2019-01-28 18:41:03,2025-02-04 01:01:11.000000,2025-02-04 01:01:11,1065.0,50.0,45.0,136.0,38.0,15,True,,13.0,234.0,38.0,2023-04-03 23:11:48.000,0.5.5,6.0,4.0,"['gha', 'python']",,,,,9.0,9.0,,,,,,,,3.0,,,,,,,
82,OpenIPSL,phasor,,OpenIPSL/OpenIPSL,BSD-3,A library of power system component models written in the Modelica.,https://github.com/OpenIPSL/OpenIPSL,https://github.com/OpenIPSL/OpenIPSL,2016-04-16 09:09:47,2025-02-23 20:22:08.000000,2025-02-23 20:22:07,1850.0,55.0,16.0,88.0,34.0,15,True,https://doc.openipsl.org,20.0,238.0,108.0,2022-06-23 13:05:59.000,3.0.1,15.0,1.0,"['gha', 'modelica']",,,504.0,4.0,,,,,,,,,,2.0,-1.0,,,,,,
83,OpenDER,phasor,,epri-dev/OpenDER,BSD-3,Inverter-based DER simulation.,https://github.com/epri-dev/OpenDER,https://www.epri.com/OpenDER,2022-04-26 22:09:28,2025-01-16 17:48:40.000000,2025-01-16 17:48:40,123.0,24.0,,59.0,2.0,15,True,,18.0,13.0,1.0,2025-01-14 13:32:09.000,2.1.6,14.0,3.0,"['pypi', 'jupyter', 'python']",opender,,,1249.0,3.0,3.0,https://pypi.org/project/opender,2025-01-14 13:32:09.000,,1249.0,,,,2.0,,,,,,,
84,PyDSS,intf,,NREL/PyDSS,BSD-3,A Python wrapper for OpenDSS.,https://github.com/NREL/PyDSS,https://www.nrel.gov/grid/pydss.html,2018-10-16 15:59:07,2025-02-12 18:48:57.000000,2024-09-30 20:12:32,958.0,23.0,17.0,37.0,27.0,15,True,https://nrel.github.io/PyDSS/index.html,7.0,122.0,16.0,2024-05-29 18:05:37.000,3.1.7,21.0,,"['gha', 'pypi', 'python']",pydss,,,55.0,2.0,2.0,https://pypi.org/project/pydss,2011-08-17 20:40:53.000,,55.0,,,,2.0,,,,,,,
85,AltDSS/DSS C-API,intf,,dss-extensions/dss_capi,BSD-3,a plain C interface to OpenDSS.,https://github.com/dss-extensions/dss_capi,https://dss-extensions.org/,2017-12-18 14:45:11,2024-12-20 06:05:49.000000,2024-07-11 18:58:44,2411.0,13.0,16.0,34.0,8.0,15,True,https://dss-extensions.org/dss-extensions/pascal/,7.0,12.0,103.0,2024-03-29 04:28:39.000,0.14.5,68.0,,['gha'],,,26406.0,310.0,,,,,,,,,,2.0,,,,,,,
86,PowerGraphics.jl,vis,,NREL-Sienna/powergraphics.jl,BSD-3,Visualization for PowerSimulations; NREL Sienna.,https://github.com/NREL-Sienna/PowerGraphics.jl,https://www.nrel.gov/analysis/sienna.html,2020-02-19 23:29:27,2025-03-19 19:39:15.000000,2025-03-19 19:32:42,601.0,17.0,15.0,30.0,11.0,15,True,https://nrel-sienna.github.io/PowerGraphics.jl/stable/,9.0,84.0,24.0,2024-12-17 23:22:36.000,0.19.0,42.0,28.0,"['gha', 'julia', 'jupyter']",,,,,,,,,,,,,,3.0,,,,,,,
87,PowerNetworkMatrices.jl,steady-state,,NREL-Sienna/PowerNetworkMatrices.jl,BSD-3,Power systems matrices; NREL Sienna.,https://github.com/NREL-Sienna/PowerNetworkMatrices.jl,https://www.nrel.gov/analysis/sienna.html,2022-11-16 21:59:51,2025-03-20 22:34:12.000000,2025-02-05 16:14:06,620.0,16.0,23.0,23.0,8.0,15,True,https://nrel-sienna.github.io/PowerNetworkMatrices.jl/stable/,5.0,53.0,26.0,2025-02-05 16:31:09.000,0.12.1,29.0,33.0,"['gha', 'julia']",,,,,,,,,,,,,,3.0,,,,,,,
88,ReEDS-2.0,steady-state,,NREL/ReEDS-2.0,GPL-3.0,Capacity planning and dispatch model.,https://github.com/NREL/ReEDS-2.0,https://www.nrel.gov/analysis/reeds/,2019-05-28 15:57:01,2025-03-05 19:04:12.000000,2025-03-05 19:01:25,90.0,61.0,3.0,137.0,14.0,14,True,https://www.nrel.gov/docs/fy21osti/78195.pdf,134.0,39.0,21.0,2025-03-05 19:04:12.000,2025.1.0,9.0,6.0,['python'],,,,,,,,,,,,,,3.0,-1.0,,,,,,
89,ExaGO,steady-state,,pnnl/ExaGO,BSD-3,Large-scale power grid optimization.,https://github.com/pnnl/ExaGO,https://www.gridpath.io/,2023-08-02 21:05:34,2025-01-30 20:24:00.000000,2024-12-15 04:34:14,1151.0,12.0,47.0,78.0,30.0,14,True,https://github.com/pnnl/ExaGO/blob/develop/docs/manual/manual.pdf,11.0,79.0,38.0,2023-10-25 18:01:10.000,1.6.0,1.0,,"['gha', 'jupyter', 'c']",,,,,,,,,,,,,,3.0,,,,,,,
90,GridPACK,phasor,,GridOPTICS/GridPACK,https://github.com/GridOPTICS/GridPACK/blob/develop/docs/markdown/LICENSE.md,High-Performance Electric Grid Simulation.,https://github.com/GridOPTICS/GridPACK,https://gridpack.pnnl.gov/wiki/index.php/Main_Page,2014-07-22 21:01:57,2025-03-18 20:28:22.000000,2025-03-17 15:43:40,3129.0,20.0,32.0,48.0,51.0,14,True,https://github.com/GridOPTICS/GridPACK/blob/develop/docs/user_manual/GridPACK.pdf,15.0,98.0,103.0,2020-01-31 21:18:21.000,3.4,5.0,10.0,"['c', 'python']",,,616.0,6.0,,,,,,,,,,3.0,,,,,,,
