,name,category,resource,github_id,license,description,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,open_issue_count,star_count,contributor_count,projectrank,show,docs_url,watchers_count,pr_count,closed_issue_count,latest_stable_release_published_at,latest_stable_release_number,release_count,recent_commit_count,labels,pypi_id,conda_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,trending,dockerhub_stars,updated_github_id,new_addition
46,HELICS,msg,,GMLC-TDC/HELICS,BSD-3,Co-simulation framework.,https://github.com/GMLC-TDC/HELICS,https://helics.org/tools/,2017-06-01 17:03:19,2025-05-05 17:57:30.000000,2025-02-25 19:58:30,3572.0,42.0,94.0,134.0,39.0,24,True,https://docs.helics.org/en/latest/,15.0,2021.0,581.0,2025-02-28 08:41:58.000,3.6.1,106.0,9.0,"['gha', 'pypi', 'conda', 'python', 'julia', 'octave', 'java', 'c']",helics,conda-forge/helics,27194.0,15900.0,13.0,,https://pypi.org/project/helics,2025-02-28 08:41:58.000,13.0,15334.0,https://anaconda.org/conda-forge/helics,2025-04-22 14:56:53.590,20852.0,1.0,,,,,,,,
47,CBC,ops,,coin-or/Cbc,EPL-2.0,COIN-OR Branch-and-Cut solver.,https://github.com/coin-or/Cbc,https://www.coin-or.org/,2019-03-02 23:20:41,2025-05-07 09:55:05.000000,2025-05-07 09:54:53,2517.0,118.0,147.0,887.0,34.0,23,True,https://coin-or.github.io/Cbc/Doxygen/,40.0,79.0,368.0,2024-08-20 07:17:43.000,releases/2.10.12,14.0,11.0,"['gha', 'conda', 'python', 'julia', 'c']",,conda-forge/coincbc,47007.0,24877.0,,,,,,,https://anaconda.org/conda-forge/coincbc,2025-04-22 14:56:23.098,1332425.0,3.0,,,,,,,,
48,Clp,ops,,coin-or/Cbc,EPL-2.0,COIN-OR Linear Programming Solver.,https://github.com/coin-or/Cbc,https://www.coin-or.org/,2019-03-02 23:20:41,2025-05-07 09:55:05.000000,2025-05-07 09:54:53,2517.0,118.0,147.0,887.0,34.0,23,True,https://coin-or.github.io/Clp/,40.0,79.0,368.0,2024-08-20 07:17:43.000,releases/2.10.12,11.0,11.0,"['gha', 'conda', 'python', 'julia', 'c']",,conda-forge/coin-or-clp,47007.0,18062.0,,,,,,,https://anaconda.org/conda-forge/coin-or-clp,2025-04-22 14:57:35.775,975012.0,3.0,,,,,,,,
49,PYPOWER,steady-state,,rwl/PYPOWER,BSD,Port of MATPOWER to Python.,https://github.com/rwl/PYPOWER,rwl.github.io/PYPOWER/api/,2009-05-22 12:14:47,2025-04-10 08:09:24.000000,2025-04-10 08:08:25,358.0,119.0,33.0,362.0,21.0,23,True,http://rwl.github.io/PYPOWER/index.html,25.0,45.0,12.0,2025-04-10 08:09:24.000,5.1.18,19.0,5.0,"['gha', 'pypi', 'conda', 'python']",PYPOWER,invenia/pypower,,19187.0,161.0,145.0,https://pypi.org/project/PYPOWER,2025-04-10 08:09:24.000,16.0,19154.0,https://anaconda.org/invenia/pypower,2025-03-25 16:27:17.396,3179.0,2.0,hwanghust/pypower,https://hub.docker.com/r/hwanghust/pypower,2019-05-19 07:28:05.197725,24.0,,,,
50,Atlite,data,,PyPSA/atlite,BSD-2,Calculating Renewable Power Potentials.,https://github.com/PyPSA/atlite,https://pypsa.org,2016-11-03 23:59:25,2025-05-06 13:23:02.000000,2025-05-06 13:23:01,795.0,101.0,39.0,310.0,40.0,23,True,https://atlite.readthedocs.io/en/master/?badge=master,13.0,308.0,101.0,2025-01-30 11:12:40.000,0.4.0,20.0,7.0,"['gha', 'pypi', 'conda', 'jupyter', 'python']",atlite,conda-forge/atlite,,3364.0,101.0,101.0,https://pypi.org/project/atlite,2025-01-30 11:12:40.000,,2037.0,https://anaconda.org/conda-forge/atlite,2025-04-22 14:57:06.790,78307.0,2.0,,,,,,,,
51,pandapipes,gasnet,,e2nIEE/pandapipes,BSD-3,Pipeflow Calculation Tool.,https://github.com/e2nIEE/pandapipes,https://www.pandapipes.org/,2020-02-03 15:04:57,2025-04-17 10:51:41.000000,2025-04-08 09:02:10,2156.0,66.0,78.0,175.0,25.0,23,True,https://jkpandapipes.readthedocs.io/en/latest/,11.0,504.0,87.0,2024-11-07 15:24:10.000,0.11.0,19.0,13.0,"['gha', 'pypi', 'jupyter', 'python']",pandapipes,,,7647.0,37.0,29.0,https://pypi.org/project/pandapipes,2024-12-04 13:21:51.000,8.0,7647.0,,,,1.0,,,,,-1.0,,,
52,MATPOWER,steady-state,,MATPOWER/matpower,BSD-3,Steady state power flow simulation.,https://github.com/MATPOWER/matpower,https://matpower.org/,2016-12-16 19:12:30,2025-04-24 17:33:29.000000,2025-04-16 01:40:49,2562.0,158.0,23.0,468.0,18.0,22,True,https://matpower.org/doc/,29.0,48.0,198.0,2024-05-17 23:07:00.000,8.0,5.0,23.0,"['gha', 'octave']",,,554323.0,7127.0,,,,,,,,,,2.0,matpower/matpower,https://hub.docker.com/r/matpower/matpower,2025-04-16 02:29:29.122802,2181.0,,,,
53,PIQP,ops,,PREDICT-EPFL/piqp,BSD-2,Proximal Interior Point Quadratic Programming solver.,https://github.com/PREDICT-EPFL/piqp,https://github.com/PREDICT-EPFL/piqp,2023-01-25 13:55:12,2025-05-01 08:25:39.000000,2025-04-05 07:11:51,492.0,16.0,7.0,106.0,4.0,22,True,https://predict-epfl.github.io/piqp/,8.0,7.0,9.0,2025-03-17 16:37:43.000,0.5.0,15.0,76.0,"['gha', 'pypi', 'conda', 'python', 'c', 'octave', 'r']",piqp,conda-forge/piqp,674.0,31557.0,54.0,45.0,https://pypi.org/project/piqp,2025-03-17 16:37:43.000,9.0,21355.0,https://anaconda.org/conda-forge/piqp,2025-04-22 14:58:46.189,213645.0,3.0,,,,,,,,
54,GridPath,steady-state,,blue-marble/gridpath,Apache-2,Power system planning and operations.,https://github.com/blue-marble/gridpath,https://www.gridpath.io/,2016-08-12 18:13:28,2025-04-30 20:57:29.000000,2025-04-30 20:13:49,1567.0,41.0,76.0,104.0,12.0,22,True,https://gridpath.readthedocs.io/en/latest/?badge=latest,10.0,911.0,260.0,2025-04-30 20:57:29.000,2025.5.0,31.0,44.0,"['gha', 'python']",GridPath,,1272.0,472.0,4.0,4.0,https://pypi.org/project/GridPath,2025-04-30 20:57:29.000,,451.0,,,,2.0,,,,,,,,
55,DPsim,emt,,sogno-platform/dpsim,MPL-2.0,Simulation for both EMT and phasor.,https://github.com/sogno-platform/dpsim,https://dpsim.fein-aachen.org/,2020-01-29 08:49:59,2025-04-28 07:41:22.000000,2025-04-21 14:38:35,4741.0,60.0,83.0,83.0,35.0,22,True,https://dpsim.fein-aachen.org/docs/,9.0,244.0,73.0,2023-07-13 13:38:01.948,1.1.1,9.0,125.0,"['gha', 'pypi', 'jupyter', 'python', 'c']",dpsim,,,339.0,11.0,11.0,https://pypi.org/project/dpsim,2022-12-10 09:56:59.646,,339.0,,,,1.0,,,,,,,,
56,Dynaωo,phasor,,dynawo/dynawo,MPL-2.0,C++/Modelica simulation tools for power systems.,https://github.com/dynawo/dynawo,http://dynawo.org,2019-01-29 13:29:35,2025-05-07 15:30:12.000000,2025-04-29 14:58:09,2469.0,25.0,139.0,83.0,57.0,22,True,https://dynawo.github.io/docs/,8.0,2109.0,1403.0,2024-05-21 08:44:47.000,1.6.0,18.0,45.0,"['gha', 'modelica']",,,17566.0,231.0,,,,,,,,,,1.0,,,,,,,,
57,AMPLPY,ops,,ampl/amplpy,BSD-3,Python API for AMPL.,https://github.com/ampl/amplpy,https://ampl.com/,2017-06-27 00:22:07,2025-05-08 12:58:11.000000,2025-05-08 12:58:08,821.0,20.0,1.0,80.0,9.0,22,True,https://amplpy.readthedocs.io/en/latest/,12.0,7.0,47.0,2024-05-23 16:41:59.000,0.14.0,175.0,32.0,"['gha', 'pypi', 'conda', 'jupyter', 'python']",amplpy,conda-forge/amplpy,,72736.0,126.0,120.0,https://pypi.org/project/amplpy,2025-04-25 14:25:18.000,6.0,65303.0,https://anaconda.org/conda-forge/amplpy,2025-04-22 14:57:01.426,423718.0,3.0,,,,,,,,
58,PyPowSyBl,steady-state,,powsybl/pypowsybl,MPL-2.0,A PowSyBl and Python integration.,https://github.com/powsybl/pypowsybl,https://www.powsybl.org,2020-11-09 10:30:33,2025-05-07 08:24:16.000000,2025-04-29 12:16:22,735.0,12.0,73.0,65.0,33.0,22,True,https://pypowsybl.readthedocs.io/en/latest/,20.0,773.0,164.0,2025-04-08 13:25:56.000,1.11.0,45.0,38.0,"['gha', 'pypi', 'python', 'java', 'jupyter']",pypowsybl,,278.0,9963.0,8.0,,https://pypi.org/project/pypowsybl,2025-04-07 13:04:22.000,8.0,9958.0,,,,2.0,,,,,,,,
59,LightSim2Grid,steady-state,,BDonnot/lightsim2grid,MPL-2.0,A fast backend for the Grid2Op.,https://github.com/Grid2op/lightsim2grid,https://l2rpn.chalearn.org/,2020-03-09 07:35:27,2025-04-29 09:38:25.000000,2025-04-28 07:07:47,912.0,11.0,17.0,53.0,6.0,22,True,https://lightsim2grid.readthedocs.io/en/latest/,2.0,56.0,38.0,2025-04-28 08:18:06.000,0.10.3,37.0,56.0,"['gha', 'pypi', 'python']",LightSim2Grid,,300.0,19833.0,87.0,64.0,https://pypi.org/project/LightSim2Grid,2025-04-28 08:18:06.000,23.0,19823.0,,,,2.0,bdonnot/lightsim2grid,https://hub.docker.com/r/bdonnot/lightsim2grid,2022-02-01 17:50:28.347059,332.0,,,Grid2op/lightsim2grid,
60,PyPSA-Eur,steady-state,,PyPSA/pypsa-eur,MIT,Sector-Coupled Optimisation Model of the European Energy System.,https://github.com/PyPSA/pypsa-eur,https://pypsa.org,2017-10-11 23:54:41,2025-05-07 15:47:20.000000,2025-05-07 10:51:43,5517.0,273.0,151.0,420.0,91.0,21,True,https://pypsa-eur.readthedocs.io/en/latest/?badge=latest,18.0,1149.0,393.0,2025-04-06 15:26:35.000,2025.04.0,19.0,81.0,"['gha', 'python']",,,,,,,,,,,,,,2.0,nimfetrisa/pypsa-eur,https://hub.docker.com/r/nimfetrisa/pypsa-eur,,,,,,
61,PowerSimulations.jl,steady-state,,NREL-Sienna/PowerSimulations.jl,BSD-3,Power Systems optimization simulation and modeling; NREL Sienna.,https://github.com/NREL-Sienna/PowerSimulations.jl,https://www.nrel.gov/analysis/sienna.html,2017-11-03 21:11:22,2025-05-08 17:57:12.000000,2025-04-21 21:47:45,9424.0,69.0,75.0,291.0,40.0,21,True,https://nrel-sienna.github.io/PowerSimulations.jl/latest,19.0,887.0,335.0,2025-02-27 18:09:18.000,0.30.1,100.0,18.0,"['gha', 'julia']",,,,,,,,,,,,,,2.0,,,,,,,,
62,PyPSA-Earth,steady-state,,pypsa-meets-earth/pypsa-earth,AGPL-3,Open optimisation model for study energy system futures.,https://github.com/pypsa-meets-earth/pypsa-earth,https://pypsa-meets-earth.github.io/,2021-02-28 19:26:35,2025-05-08 13:13:24.000000,2025-05-08 13:13:23,6049.0,231.0,177.0,259.0,78.0,21,True,https://pypsa-earth.readthedocs.io/,10.0,834.0,328.0,2024-12-24 14:24:19.000,0.6.0,12.0,135.0,"['gha', 'python']",,,,,,,,,,,,,,2.0,,,,,,,,
63,PowerGenome,data,,PowerGenome/PowerGenome,MIT,Create inputs for power systems models.,https://github.com/PowerGenome/PowerGenome,https://groups.io/g/powergenome,2019-07-18 17:33:40,2025-04-30 18:59:05.000000,2025-03-21 18:09:22,1824.0,68.0,89.0,209.0,18.0,21,True,https://github.com/PowerGenome/PowerGenome/wiki,18.0,218.0,86.0,2025-03-21 18:15:20.000,0.7.0,20.0,55.0,"['gha', 'pypi', 'conda', 'python']",PowerGenome,conda-forge/powergenome,,363.0,,,https://pypi.org/project/PowerGenome,2025-03-21 18:15:20.000,,304.0,https://anaconda.org/conda-forge/powergenome,2025-04-22 14:58:55.013,946.0,3.0,,,,,,,,
64,SimBench,data,,e2nIEE/simbench,odbl-1.0,Benchmark dataset of German LV/MV/HV grids including 15min time series for 1 year.,https://github.com/e2nIEE/simbench,https://simbench.de/en/,2019-05-13 14:10:08,2025-04-13 10:12:48.000000,2025-04-13 10:12:38,160.0,30.0,2.0,121.0,4.0,21,True,https://simbench.readthedocs.io/en/stable/?badge=stable,6.0,26.0,32.0,2025-04-13 10:12:48.000,1.6.1,11.0,16.0,"['python', 'pypi', 'juptyer', 'gha']",simbench,,,4864.0,56.0,46.0,https://pypi.org/project/simbench,2025-04-13 10:12:48.000,10.0,4864.0,,,,3.0,,,,,,,,
65,py-dss-interface,intf,,PauloRadatz/py_dss_interface,MIT,A package for access to direct dll version of OpenDSS.,https://github.com/PauloRadatz/py_dss_interface,https://github.com/PauloRadatz/py_dss_interface,2020-06-12 18:58:36,2025-04-22 09:48:44.000000,2025-04-22 09:48:45,663.0,9.0,,32.0,6.0,21,True,https://py-dss-interface.readthedocs.io/en/latest/,6.0,48.0,55.0,2025-03-29 10:43:20.000,2.1.0,20.0,44.0,"['gha', 'pypi', 'python', 'jupyter']",py-dss-interface,,,1477.0,42.0,35.0,https://pypi.org/project/py-dss-interface,2025-03-29 10:26:49.000,7.0,1477.0,,,,1.0,,,,,,,,
66,GridLAB-D,phasor,,gridlab-d/gridlab-d,https://github.com/gridlab-d/gridlab-d/blob/master/LICENSE,Distribution power system simulator.,https://github.com/gridlab-d/gridlab-d,https://www.gridlabd.org/,2016-08-29 17:43:21,2025-03-17 18:34:43.000000,2024-02-22 22:43:24,4394.0,113.0,319.0,173.0,75.0,20,True,https://gridlab-d.shoutwiki.com/wiki/Source_documentation,24.0,151.0,1009.0,2025-01-07 00:39:44.000,5.3.0,7.0,,"['c', 'gha']",,,6382.0,74.0,,,,,,,,,,2.0,,,,,,,,
67,PowerModels.jl,steady-state,,lanl-ansi/PowerModels.jl,BSD,Power Network Optimization.,https://github.com/lanl-ansi/PowerModels.jl,https://github.com/lanl-ansi/PowerModels.jl,2016-08-01 20:30:54,2025-05-08 02:33:20.000000,2025-05-08 02:29:54,1004.0,159.0,93.0,420.0,32.0,19,True,https://lanl-ansi.github.io/PowerModels.jl/stable/,23.0,475.0,412.0,2024-11-04 01:25:21.000,0.21.3,78.0,19.0,"['gha', 'julia']",,,,,,,,,,,,,,2.0,,,,,,,,
68,PyOptInterface,opl,,metab0t/PyOptInterface,MPL-2.0,Efficient modeling interface for optimization in Python.,https://github.com/metab0t/PyOptInterface,https://github.com/metab0t/PyOptInterface,2023-06-13 16:11:33,2025-05-04 00:46:56.000000,2025-05-04 00:44:32,407.0,14.0,3.0,267.0,2.0,19,True,https://metab0t.github.io/PyOptInterface/,5.0,2.0,19.0,2025-03-19 07:06:10.000,0.4.1,14.0,19.0,"['gha', 'pypi', 'jupyter', 'python']",pyoptinterface,,,4920.0,21.0,17.0,https://pypi.org/project/pyoptinterface,2025-03-19 07:06:10.000,4.0,4920.0,,,,3.0,,,,,,,,
69,REopt,steady-state,,NREL/REopt_API,BSD-3,Renewable Energy Integration & Optimization.,https://github.com/NREL/REopt_API,https://www.nrel.gov/reopt/,2018-12-17 21:24:59,2025-05-08 17:38:43.000000,2025-04-29 14:52:39,5340.0,56.0,44.0,102.0,22.0,19,True,,8.0,559.0,40.0,2025-04-29 17:18:41.000,3.12.3,59.0,66.0,"['gha', 'python', 'julia']",,,573.0,9.0,,,,,,,,,,2.0,,,,,,,,
70,OpenDSSDirect.py,intf,,dss-extensions/OpenDSSDirect.py,MIT,A direct library interface to OpenDSS.,https://github.com/dss-extensions/OpenDSSDirect.py,https://dss-extensions.org/,2017-06-20 19:18:22,2024-03-29 06:05:46.000000,2024-03-29 05:10:43,451.0,24.0,16.0,94.0,3.0,19,True,https://dss-extensions.org/OpenDSSDirect.py/,13.0,31.0,89.0,2024-03-29 06:18:05.000,0.9.4,43.0,,"['gha', 'pypi', 'python', 'jupyter']",OpenDSSDirect.py,,,4627.0,90.0,74.0,https://pypi.org/project/OpenDSSDirect.py,2021-03-11 01:53:34.000,16.0,4627.0,,,,1.0,,,,,,,,
71,CIMpy,intf,,sogno-platform/cimpy,MPL-2.0,CIM files to the XML/RDF format.,https://github.com/sogno-platform/cimpy,https://github.com/sogno-platform/cimpy,2020-01-29 08:22:48,2025-03-09 07:52:14.000000,2025-02-23 21:37:23,230.0,23.0,12.0,60.0,11.0,19,True,https://sogno.energy/cimpy/,3.0,27.0,12.0,2025-03-09 07:52:14.000,1.2.0,9.0,10.0,"['gha', 'python']",cimpy,,,990.0,11.0,10.0,https://pypi.org/project/cimpy,2024-06-20 20:41:41.000,1.0,990.0,,,,1.0,,,,,,,,
72,GenX,steady-state,,GenXProject/GenX,GPL-2.0,Configurable capacity expansion model.,https://github.com/GenXProject/GenX.jl,https://energy.mit.edu/genx/,2021-05-19 17:57:57,2025-04-16 20:34:40.000000,2025-02-05 04:13:13,1102.0,126.0,55.0,305.0,35.0,18,True,https://genxproject.github.io/GenX/dev/,17.0,540.0,246.0,2025-02-05 04:40:15.000,0.4.4,16.0,,['julia'],,,,,,,,,,,,,,3.0,,,,,,,GenXProject/GenX.jl,
73,PowSyBl Diagram,vis,,powsybl/powsybl-diagram,MPL-2.0,single-line substation diagrams and network graph diagrams.,https://github.com/powsybl/powsybl-diagram,https://www.powsybl.org,2019-10-11 11:25:46,2025-05-07 14:34:56.000000,2025-04-30 14:58:15,538.0,14.0,72.0,84.0,27.0,18,True,https://www.powsybl.org/pages/documentation/developer/api_guide/svg-writing.html,20.0,520.0,113.0,2025-03-31 08:13:57.000,4.8.0,50.0,16.0,"['gha', 'java', 'jupyter']",,,,,31.0,31.0,,,,,,,,1.0,,,,,,,,
74,PyPSA-USA,steady-state,,PyPSA/pypsa-usa,MIT,Power System Model for the United States.,https://github.com/PyPSA/pypsa-usa,https://pypsa.org,2022-06-07 15:13:26,2025-05-06 07:08:58.000000,2025-05-06 07:08:57,2322.0,29.0,89.0,83.0,12.0,18,True,https://pypsa-usa.readthedocs.io/,7.0,274.0,235.0,2025-04-26 05:06:38.000,0.6.0,7.0,13.0,['python'],,,,,,,,,,,,,,3.0,,,,,,,,
75,RSOME,opl,,XiongPengNUS/rsome,GPL-3,Robust Stochastic Optimization Made Easy.,https://github.com/XiongPengNUS/rsome,https://github.com/XiongPengNUS/rsome,2020-07-26 13:00:05,2024-11-15 13:40:52.000000,2024-11-15 13:40:10,218.0,57.0,7.0,316.0,3.0,17,True,https://xiongpengnus.github.io/rsome/,3.0,21.0,38.0,2024-06-25 13:42:14.000,1.3.0,34.0,,"['gha', 'pypi', 'jupyter', 'python']",rsome,,,1141.0,4.0,,https://pypi.org/project/rsome,2024-10-29 06:05:15.000,4.0,1141.0,,,,3.0,,,,,,,,
76,Clarabel.jl,ops,,oxfordcontrol/Clarabel.jl,Apache-2.0,Interior-point solver for convex conic optimisation in Julia.,https://github.com/oxfordcontrol/Clarabel.jl,https://github.com/oxfordcontrol/Clarabel.jl,2021-11-09 14:28:22,2025-05-08 17:10:30.000000,2025-03-07 17:51:35,893.0,19.0,8.0,200.0,12.0,16,True,https://oxfordcontrol.github.io/ClarabelDocs/stable/,3.0,142.0,52.0,2025-02-02 20:51:00.000,0.10.0,16.0,13.0,"['gha', 'julia']",,,,,,,,,,,,,,3.0,,,,,,,,
77,MadNLP,ops,,MadNLP/MadNLP.jl,MIT,A solver for nonlinear programming with GPU support.,https://github.com/MadNLP/MadNLP.jl,https://github.com/MadNLP/MadNLP.jl,2020-09-16 23:07:35,2025-05-07 23:12:43.000000,2025-05-07 22:20:16,510.0,16.0,35.0,185.0,15.0,16,True,https://madnlp.github.io/MadNLP.jl/stable/,11.0,328.0,62.0,2025-05-07 23:12:43.000,0.8.7,24.0,14.0,"['gha', 'julia']",,,,,,,,,,,,,,3.0,,,,,,,,
78,ReEDS-2.0,steady-state,,NREL/ReEDS-2.0,GPL-3.0,Capacity planning and dispatch model.,https://github.com/NREL/ReEDS-2.0,https://www.nrel.gov/analysis/reeds/,2019-05-28 15:57:01,2025-05-05 16:10:59.000000,2025-04-25 18:44:25,97.0,63.0,3.0,149.0,14.0,16,True,https://www.nrel.gov/docs/fy21osti/78195.pdf,133.0,42.0,21.0,2025-04-23 17:38:01.000,2025.2.0,10.0,11.0,['python'],,,,,,,,,,,,,,3.0,,,,,1.0,,,
79,OpenIPSL,phasor,,OpenIPSL/OpenIPSL,BSD-3,A library of power system component models written in the Modelica.,https://github.com/OpenIPSL/OpenIPSL,https://github.com/OpenIPSL/OpenIPSL,2016-04-16 09:09:47,2025-04-07 15:50:56.000000,2025-04-07 15:50:56,1851.0,55.0,16.0,91.0,35.0,16,True,https://doc.openipsl.org,21.0,239.0,109.0,2022-06-23 13:05:59.000,3.0.1,15.0,2.0,"['gha', 'modelica']",,,504.0,4.0,,,,,,,,,,2.0,,,,,,,,
80,dGen,dataman,,NREL/dgen,BSD-3,The Distributed Generation Market Demand (dGen) model.,https://github.com/NREL/dgen,https://github.com/NREL/dgen,2020-04-15 15:51:02,2025-05-02 20:50:17.000000,2025-04-17 19:57:30,166.0,157.0,23.0,65.0,10.0,16,True,https://nrel.github.io/dgen/,17.0,23.0,19.0,2024-12-18 17:32:05.000,2.0.0,2.0,23.0,"['python', 'jupyter']",,,,,,,,,,,,,,1.0,,,,,,,,
81,Easy SimAuto,intf,,mzy2240/ESA,Apache-2.0,Python interface to PowerWorld.,https://github.com/mzy2240/ESA,https://github.com/mzy2240/ESA,2019-10-08 21:37:23,2025-01-16 22:58:54.000000,2025-01-16 22:58:54,665.0,13.0,15.0,47.0,12.0,16,True,https://mzy2240.github.io/ESA/html/index.html,4.0,17.0,85.0,2023-06-05 21:19:00.512,1.3.5,52.0,,"['pypi', 'python']",esa,,,2509.0,8.0,7.0,https://pypi.org/project/esa,2022-05-21 02:37:41.000,1.0,2509.0,,,,2.0,,,,,,,,
82,dsgrid,dataman,,dsgrid/dsgrid,BSD-3,"Demand-side grid projects, datasets and queries.",https://github.com/dsgrid/dsgrid,https://github.com/dsgrid/dsgrid,2020-12-09 23:51:36,2025-05-02 23:17:41.000000,2025-05-02 23:00:32,1752.0,4.0,54.0,27.0,6.0,16,True,https://dsgrid.github.io/dsgrid,5.0,233.0,67.0,2024-12-12 20:46:21.000,0.1.0,1.0,46.0,"['gha', 'python']",,,,,,,,,,,,,,1.0,,,,,2.0,,,
83,Open RAO,steady-state,,powsybl/powsybl-open-rao,MPL-2.0,Power systems coordinated capacity calculation and security analysis.,https://github.com/powsybl/powsybl-open-rao,https://www.powsybl.org,2018-11-22 10:41:50,2025-05-07 13:59:41.000000,2025-05-07 13:59:41,1025.0,9.0,62.0,22.0,35.0,16,True,https://powsybl.readthedocs.io/projects/openrao/en/stable/?badge=stable,3.0,1219.0,105.0,2025-03-28 14:41:44.000,6.4.0,79.0,46.0,"['gha', 'java']",,,52.0,0.0,,,,,,,,,,3.0,,,,,,,,
84,LTB AMS,steady-state,,CURENT/ams,GPL-3,Scheduling Modeling and Simulation; CURENT LTB.,https://github.com/CURENT/ams,https://ltb.curent.org/,2022-10-05 11:57:30,2025-04-23 18:48:15.000000,2025-04-23 16:23:08,2347.0,7.0,1.0,13.0,4.0,16,True,https://ams.readthedocs.io/en/latest/,2.0,137.0,2.0,2025-04-23 16:28:38.000,1.0.9,31.0,174.0,"['gha', 'azure', 'pypi', 'conda', 'jupyter', 'python']",ltbams,conda-forge/ltbams,20.0,2132.0,3.0,3.0,https://pypi.org/project/ltbams,2025-04-23 16:27:53.000,,1295.0,https://anaconda.org/conda-forge/ltbams,2025-04-23 18:42:55.318,12549.0,3.0,,,,,-1.0,,,
85,PowerSimulationsDynamics.jl,phasor,,NREL-Sienna/PowerSimulationsDynamics.jl,BSD-3,Dynamic Power System simulations; NREL Sienna.,https://github.com/NREL-Sienna/PowerSimulationsDynamics.jl,https://www.nrel.gov/analysis/sienna.html,2020-07-16 19:36:16,2024-10-21 23:52:13.000000,2024-10-21 23:36:52,2413.0,47.0,45.0,196.0,15.0,15,True,https://nrel-sienna.github.io/PowerSimulationsDynamics.jl/stable,13.0,244.0,91.0,2024-06-05 04:15:13.000,0.14.2,41.0,,"['gha', 'julia']",,,,,,,,,,,,,,2.0,,,,,,,,
86,GasModels.jl,gasnet,,lanl-ansi/GasModels.jl,BSD-3,Gas Network Optimization.,https://github.com/lanl-ansi/GasModels.jl,https://github.com/lanl-ansi/GasModels.jl,2016-08-29 16:01:10,2025-04-29 20:09:39.000000,2025-04-29 19:51:49,1081.0,16.0,48.0,68.0,14.0,15,True,https://lanl-ansi.github.io/GasModels.jl/latest/,10.0,121.0,98.0,2025-04-29 20:06:54.000,0.10.5,26.0,25.0,"['gha', 'julia']",,,,,,,,,,,,,,3.0,,,,,,,,
87,AltDSS/DSS C-API,intf,,dss-extensions/dss_capi,BSD-3,a plain C interface to OpenDSS.,https://github.com/dss-extensions/dss_capi,https://dss-extensions.org/,2017-12-18 14:45:11,2024-12-20 06:05:49.000000,2024-07-11 18:58:44,2411.0,13.0,16.0,34.0,8.0,15,True,https://dss-extensions.org/dss-extensions/pascal/,7.0,12.0,103.0,2024-03-29 04:28:39.000,0.14.5,68.0,,['gha'],,,26964.0,309.0,,,,,,,,,,2.0,,,,,,,,
88,PowerGraphics.jl,vis,,NREL-Sienna/powergraphics.jl,BSD-3,Visualization for PowerSimulations; NREL Sienna.,https://github.com/NREL-Sienna/PowerGraphics.jl,https://www.nrel.gov/analysis/sienna.html,2020-02-19 23:29:27,2025-03-26 13:53:10.000000,2025-03-19 19:32:42,601.0,17.0,15.0,30.0,11.0,15,True,https://nrel-sienna.github.io/PowerGraphics.jl/stable/,9.0,84.0,24.0,2025-03-26 13:46:46.000,0.20.0,43.0,28.0,"['gha', 'julia', 'jupyter']",,,,,,,,,,,,,,3.0,,,,,,,,
89,PowerFlows.jl,steady-state,,NREL-Sienna/PowerFlows.jl,BSD-3,Collection of Power Flow solution; NREL Sienna.,https://github.com/NREL-Sienna/PowerFlows.jl,https://www.nrel.gov/analysis/sienna.html,2022-03-08 18:40:14,2025-05-06 15:21:43.000000,2025-05-05 15:20:37,151.0,20.0,44.0,21.0,11.0,15,True,https://nrel-sienna.github.io/PowerFlows.jl/dev/,5.0,70.0,50.0,2025-03-26 13:25:58.000,0.9.0,16.0,19.0,"['gha', 'julia']",,,,,,,,,,,,,,3.0,,,,,1.0,,,
90,matpowercaseframes,intf,,UGM-EPSLab/matpowercaseframes,MIT,Parse MATPOWER case into pandas DataFrame.,https://github.com/UGM-EPSLab/matpowercaseframes,https://github.com/UGM-EPSLab/matpowercaseframes,2022-03-31 04:51:41,2025-02-11 00:13:13.000000,2025-02-11 00:09:59,203.0,2.0,1.0,5.0,7.0,15,True,,,18.0,3.0,2025-02-11 00:13:13.000,1.1.2,17.0,3.0,"['gha', 'python', 'pypi', 'jupyter']",matpowercaseframes,,,10237.0,3.0,,https://pypi.org/project/matpowercaseframes,2025-02-11 00:13:13.000,3.0,10237.0,,,,2.0,,,,,,,,
91,EGRET,steady-state,,grid-parity-exchange/Egret,BSD,Tools for Power Systems Optimization Modeling.,https://github.com/grid-parity-exchange/Egret,https://github.com/grid-parity-exchange/Egret,2019-01-28 18:41:03,2025-02-04 01:01:11.000000,2025-02-04 01:01:11,1065.0,51.0,45.0,137.0,38.0,14,True,,13.0,234.0,38.0,2023-04-03 23:11:48.000,0.5.5,6.0,,"['gha', 'python']",,,,,9.0,9.0,,,,,,,,3.0,,,,,,,,
