,name,category,resource,github_id,license,description,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,open_issue_count,star_count,contributor_count,projectrank,show,docs_url,watchers_count,pr_count,closed_issue_count,latest_stable_release_published_at,latest_stable_release_number,release_count,labels,recent_commit_count,pypi_id,conda_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,dockerhub_stars,updated_github_id
46,Atlite,data,,PyPSA/atlite,BSD-2,Calculating Renewable Power Potentials.,https://github.com/PyPSA/atlite,https://pypsa.org,2016-11-03 23:59:25,2025-01-02 15:13:32.000000,2025-01-02 15:13:29,779.0,97.0,38.0,287.0,39.0,24,True,https://atlite.readthedocs.io/en/master/?badge=master,15.0,293.0,95.0,2024-11-21 10:29:42.000,0.3.0,19.0,"['gha', 'pypi', 'conda', 'jupyter', 'python']",26.0,atlite,conda-forge/atlite,,3624.0,83.0,83.0,https://pypi.org/project/atlite,2024-11-21 10:29:42.000,,2480.0,https://anaconda.org/conda-forge/atlite,2024-11-21 14:33:57.366,62954.0,1.0,,,,,,,
47,powerplantmatching,data,,PyPSA/powerplantmatching,BSD-2,Tools to combine multiple power plant databases.,https://github.com/PyPSA/powerplantmatching,https://pypsa.org,2016-08-15 16:36:25,2025-01-02 14:40:08.000000,2025-01-02 14:40:06,966.0,57.0,17.0,161.0,30.0,24,True,https://atlite.readthedocs.io/en/master/?badge=master,21.0,124.0,70.0,2024-09-18 08:05:32.000,0.6.0,30.0,"['gha', 'pypi', 'conda', 'python']",4.0,powerplantmatching,conda-forge/powerplantmatching,84.0,2623.0,64.0,64.0,https://pypi.org/project/powerplantmatching,2024-09-18 08:05:32.000,,1530.0,https://anaconda.org/conda-forge/powerplantmatching,2024-09-18 11:39:55.576,53531.0,1.0,,,,,,,
48,PowSyBl Core,steady-state,,powsybl/powsybl-core,MPL-2.0,Framework to build power system software.,https://github.com/powsybl/powsybl-core,https://www.powsybl.org,2017-09-29 14:51:18,2025-01-02 16:56:34.000000,2024-12-30 13:44:47,3363.0,43.0,257.0,127.0,113.0,24,True,https://www.javadoc.io/doc/com.powsybl/powsybl-core/latest/,21.0,2714.0,341.0,2024-12-12 10:42:18.000,6.6.0,100.0,"['gha', 'java']",56.0,,,,,87.0,87.0,,,,,,,,2.0,,,,,,,
49,AMPLPY,ops,,ampl/amplpy,BSD-3,Python API for AMPL.,https://github.com/ampl/amplpy,https://ampl.com/,2017-06-27 00:22:07,2024-12-03 16:04:21.000000,2024-12-03 16:04:15,779.0,19.0,1.0,71.0,9.0,23,True,https://amplpy.readthedocs.io/en/latest/,14.0,7.0,46.0,2024-05-23 16:41:59.000,0.14.0,171.0,"['gha', 'pypi', 'conda', 'jupyter', 'python']",78.0,amplpy,conda-forge/amplpy,,73609.0,103.0,99.0,https://pypi.org/project/amplpy,2024-11-26 20:18:45.000,4.0,67181.0,https://anaconda.org/conda-forge/amplpy,2024-05-30 08:48:34.747,340732.0,3.0,,,,,,,
50,PyPSA-Eur,steady-state,,PyPSA/pypsa-eur,MIT,Sector-Coupled Optimisation Model of the European Energy System.,https://github.com/PyPSA/pypsa-eur,https://pypsa.org,2017-10-11 23:54:41,2025-01-02 13:40:33.000000,2025-01-02 13:40:32,5381.0,243.0,151.0,380.0,79.0,22,True,https://pypsa-eur.readthedocs.io/en/latest/?badge=latest,18.0,982.0,358.0,2024-09-17 09:45:00.000,0.13.0,17.0,"['gha', 'python']",73.0,,,,,,,,,,,,,,2.0,,nimfetrisa/pypsa-eur,https://hub.docker.com/r/nimfetrisa/pypsa-eur,,,,
51,PowerSimulations.jl,steady-state,,NREL-Sienna/PowerSimulations.jl,BSD-3,Power Systems optimization simulation and modeling; NREL Sienna.,https://github.com/NREL-Sienna/PowerSimulations.jl,https://www.nrel.gov/analysis/sienna.html,2017-11-03 21:11:22,2025-01-01 00:13:18.000000,2024-12-26 19:27:50,9277.0,57.0,51.0,284.0,37.0,22,True,https://nrel-sienna.github.io/PowerSimulations.jl/latest,19.0,838.0,307.0,2024-12-26 22:12:03.000,0.29.1,100.0,"['gha', 'julia']",87.0,,,,,,,,,,,,,,2.0,,,,,,,
52,LTB ANDES,phasor,,CURENT/andes,GPL-3,Transient Stability Simulator; CURENT LTB.,https://github.com/CURENT/andes,https://ltb.curent.org/,2016-11-07 01:04:50,2024-12-28 18:36:42.744000,2024-03-25 17:33:54,4470.0,114.0,9.0,245.0,23.0,22,True,https://docs.andes.app/en/latest/,16.0,281.0,61.0,2024-03-25 17:45:07.000,1.9.2,113.0,"['gha', 'azure', 'pypi', 'conda', 'jupyter', 'python', 'julia']",,andes,conda-forge/andes,,12805.0,26.0,22.0,https://pypi.org/project/andes,2024-03-25 17:45:07.000,4.0,2860.0,https://anaconda.org/conda-forge/andes,2024-12-28 18:36:42.744,556950.0,1.0,,CURENT/andes,https://hub.docker.com/r/CURENT/andes,,,,
53,Dynaωo,phasor,,dynawo/dynawo,MPL-2.0,C++/Modelica simulation tools for power systems.,https://github.com/dynawo/dynawo,http://dynawo.org,2019-01-29 13:29:35,2024-12-19 22:18:02.000000,2024-12-19 16:05:23,2399.0,23.0,123.0,77.0,56.0,22,True,https://dynawo.github.io/docs/,8.0,2034.0,1362.0,2024-05-21 08:44:47.000,1.6.0,18.0,"['gha', 'modelica']",51.0,,,16727.0,232.0,,,,,,,,,,1.0,,,,,,,
54,PyPowSyBl,steady-state,,powsybl/pypowsybl,MPL-2.0,A PowSyBl and Python integration.,https://github.com/powsybl/pypowsybl,https://www.powsybl.org,2020-11-09 10:30:33,2024-12-20 13:33:06.000000,2024-12-20 11:26:38,682.0,12.0,68.0,60.0,30.0,22,True,https://pypowsybl.readthedocs.io/en/latest/,20.0,717.0,155.0,2024-11-08 14:30:14.000,1.8.1,42.0,"['gha', 'pypi', 'python', 'java', 'jupyter']",52.0,pypowsybl,,192.0,5496.0,7.0,,https://pypi.org/project/pypowsybl,2024-11-07 14:07:30.000,7.0,5492.0,,,,2.0,,,,,,,
55,LightSim2Grid,steady-state,,BDonnot/lightsim2grid,MPL-2.0,A fast backend for the Grid2Op.,https://github.com/Grid2op/lightsim2grid,https://l2rpn.chalearn.org/,2020-03-09 07:35:27,2024-12-27 13:50:42.000000,2024-12-17 09:51:33,833.0,11.0,18.0,52.0,5.0,22,True,https://lightsim2grid.readthedocs.io/en/latest/,3.0,46.0,34.0,2024-12-17 10:34:02.000,0.10.0,31.0,"['gha', 'pypi', 'python']",30.0,LightSim2Grid,,255.0,57397.0,71.0,50.0,https://pypi.org/project/LightSim2Grid,2024-12-17 10:34:02.000,21.0,57387.0,,,,2.0,,bdonnot/lightsim2grid,https://hub.docker.com/r/bdonnot/lightsim2grid,2022-02-01 17:50:28.347059,319.0,,Grid2op/lightsim2grid
56,PYPOWER,steady-state,,rwl/PYPOWER,BSD,Port of MATPOWER to Python.,https://github.com/rwl/PYPOWER,rwl.github.io/PYPOWER/api/,2009-05-22 12:14:47,2024-09-02 19:20:30.000000,2024-09-02 19:19:24,353.0,110.0,33.0,346.0,20.0,21,True,http://rwl.github.io/PYPOWER/index.html,24.0,44.0,12.0,2024-09-02 19:20:30.000,5.1.17,18.0,"['gha', 'pypi', 'conda', 'python']",,PYPOWER,invenia/pypower,,14132.0,139.0,125.0,https://pypi.org/project/PYPOWER,2024-09-02 19:20:30.000,14.0,14097.0,https://anaconda.org/invenia/pypower,2023-06-16 13:21:19.108,3172.0,2.0,,hwanghust/pypower,https://hub.docker.com/r/hwanghust/pypower,2019-05-19 07:28:05.197725,24.0,,
57,GridPath,steady-state,,blue-marble/gridpath,Apache-2,Power system planning and operations.,https://github.com/blue-marble/gridpath,https://www.gridpath.io/,2016-08-12 18:13:28,2024-12-24 00:56:25.000000,2024-12-24 00:44:37,1482.0,35.0,76.0,101.0,11.0,21,True,https://gridpath.readthedocs.io/en/latest/?badge=latest,12.0,853.0,260.0,2024-10-04 20:16:23.000,2024.2.0,26.0,"['gha', 'python']",17.0,GridPath,,1217.0,264.0,4.0,4.0,https://pypi.org/project/GridPath,2024-10-04 20:16:23.000,,243.0,,,,2.0,,,,,,,
58,DPsim,emt,,sogno-platform/dpsim,MPL-2.0,Simulation for both EMT and phasor.,https://github.com/sogno-platform/dpsim,https://dpsim.fein-aachen.org/,2020-01-29 08:49:59,2024-12-27 16:10:30.000000,2024-12-11 19:57:52,4577.0,52.0,83.0,72.0,34.0,21,True,https://dpsim.fein-aachen.org/docs/,9.0,198.0,64.0,2023-07-13 13:38:01.948,1.1.1,9.0,"['gha', 'pypi', 'jupyter', 'python', 'c']",39.0,dpsim,,,334.0,10.0,10.0,https://pypi.org/project/dpsim,2022-12-10 09:56:59.646,,334.0,,,,1.0,-1.0,,,,,,
59,MATPOWER,steady-state,,MATPOWER/matpower,BSD-3,Steady state power flow simulation.,https://github.com/MATPOWER/matpower,https://matpower.org/,2016-12-16 19:12:30,2024-10-09 19:00:43.032147,2024-10-09 17:56:04,2537.0,152.0,19.0,436.0,18.0,20,True,https://matpower.org/doc/,29.0,46.0,189.0,2024-05-17 23:07:00.000,8.0,5.0,"['gha', 'octave']",3.0,,,505204.0,6847.0,,,,,,,,,,2.0,,matpower/matpower,https://hub.docker.com/r/matpower/matpower,2024-10-09 19:00:43.032147,1969.0,,
60,PyOptInterface,opl,,metab0t/PyOptInterface,MPL-2.0,Efficient modeling interface for optimization in Python.,https://github.com/metab0t/PyOptInterface,https://github.com/metab0t/PyOptInterface,2023-06-13 16:11:33,2025-01-02 10:39:37.000000,2025-01-02 10:34:57,366.0,9.0,4.0,226.0,2.0,20,True,https://metab0t.github.io/PyOptInterface/,6.0,2.0,13.0,2024-11-29 15:38:03.000,0.3.0,12.0,"['gha', 'pypi', 'jupyter', 'python']",83.0,pyoptinterface,,,2225.0,14.0,12.0,https://pypi.org/project/pyoptinterface,2024-11-29 15:38:03.000,2.0,2225.0,,,,3.0,,,,,,,
61,PowerModels.jl,steady-state,,lanl-ansi/PowerModels.jl,BSD,Power Network Optimization.,https://github.com/lanl-ansi/PowerModels.jl,https://github.com/lanl-ansi/PowerModels.jl,2016-08-01 20:30:54,2024-11-04 01:28:48.000000,2024-11-03 21:58:51,985.0,150.0,93.0,403.0,30.0,19,True,https://lanl-ansi.github.io/PowerModels.jl/stable/,24.0,445.0,400.0,2024-11-04 01:25:21.000,0.21.3,78.0,"['gha', 'julia']",4.0,,,,,,,,,,,,,,2.0,,,,,,,
62,OpenDSSDirect.py,intf,,dss-extensions/OpenDSSDirect.py,MIT,A direct library interface to OpenDSS.,https://github.com/dss-extensions/OpenDSSDirect.py,https://dss-extensions.org/,2017-06-20 19:18:22,2024-03-29 06:05:46.000000,2024-03-29 05:10:43,451.0,22.0,15.0,89.0,3.0,19,True,https://dss-extensions.org/OpenDSSDirect.py/,14.0,31.0,89.0,2024-03-29 06:18:05.000,0.9.4,43.0,"['gha', 'pypi', 'python', 'jupyter']",,OpenDSSDirect.py,,,3085.0,77.0,61.0,https://pypi.org/project/OpenDSSDirect.py,2021-03-11 01:53:34.000,16.0,3085.0,,,,1.0,,,,,,,
63,OpenIPSL,phasor,,OpenIPSL/OpenIPSL,BSD-3,A library of power system component models written in the Modelica.,https://github.com/OpenIPSL/OpenIPSL,https://github.com/OpenIPSL/OpenIPSL,2016-04-16 09:09:47,2024-12-19 08:18:59.000000,2024-12-17 17:15:46,1849.0,52.0,16.0,83.0,34.0,19,True,https://doc.openipsl.org,21.0,237.0,106.0,2022-06-23 13:05:59.000,3.0.1,15.0,"['gha', 'modelica']",54.0,,,504.0,4.0,,,,,,,,,,2.0,,,,,,,
64,PyPSA-USA,steady-state,,PyPSA/pypsa-usa,MIT,Power System Model for the United States.,https://github.com/PyPSA/pypsa-usa,https://pypsa.org,2022-06-07 15:13:26,2024-12-31 19:32:00.000000,2024-12-09 23:40:31,2094.0,25.0,99.0,70.0,11.0,19,True,https://pypsa-usa.readthedocs.io/,5.0,217.0,187.0,2024-10-17 23:38:43.000,0.4.0,5.0,['python'],91.0,,,,,,,,,,,,,,2.0,,,,,,,
65,RSOME,opl,,XiongPengNUS/rsome,GPL-3,Robust Stochastic Optimization Made Easy.,https://github.com/XiongPengNUS/rsome,https://github.com/XiongPengNUS/rsome,2020-07-26 13:00:05,2024-11-15 13:40:52.000000,2024-11-15 13:40:10,218.0,55.0,7.0,301.0,3.0,18,True,https://xiongpengnus.github.io/rsome/,4.0,20.0,36.0,2024-06-25 13:42:14.000,1.3.0,34.0,"['gha', 'pypi', 'jupyter', 'python']",5.0,rsome,,,4955.0,4.0,,https://pypi.org/project/rsome,2024-10-29 06:05:15.000,4.0,4955.0,,,,3.0,,,,,,,
66,GridLAB-D,phasor,,gridlab-d/gridlab-d,https://github.com/gridlab-d/gridlab-d/blob/master/LICENSE,Distribution power system simulator.,https://github.com/gridlab-d/gridlab-d,https://www.gridlabd.org/,2016-08-29 17:43:21,2024-12-16 18:50:44.000000,2024-02-22 22:43:24,4394.0,104.0,325.0,163.0,75.0,18,True,https://gridlab-d.shoutwiki.com/wiki/Source_documentation,24.0,151.0,1009.0,2023-10-12 23:32:11.000,5.2,7.0,"['c', 'gha']",,,,5325.0,64.0,,,,,,,,,,2.0,,,,,,,
67,PIQP,ops,,PREDICT-EPFL/piqp,BSD-2,Proximal Interior Point Quadratic Programming solver.,https://github.com/PREDICT-EPFL/piqp,https://github.com/PREDICT-EPFL/piqp,2023-01-25 13:55:12,2024-11-22 09:22:14.000000,2024-10-15 09:58:32,344.0,14.0,5.0,96.0,3.0,18,True,https://predict-epfl.github.io/piqp/,7.0,3.0,6.0,2024-08-02 09:55:10.000,0.4.2,14.0,"['gha', 'pypi', 'conda', 'python', 'c', 'octave', 'r']",2.0,piqp,conda-forge/piqp,397.0,52707.0,38.0,30.0,https://pypi.org/project/piqp,2024-08-02 09:55:10.000,8.0,45290.0,https://anaconda.org/conda-forge/piqp,2024-10-31 15:55:38.087,125753.0,3.0,,,,,,,
68,REopt,steady-state,,NREL/REopt_API,BSD-3,Renewable Energy Integration & Optimization.,https://github.com/NREL/REopt_API,https://www.nrel.gov/reopt/,2018-12-17 21:24:59,2024-12-31 20:43:50.000000,2024-12-27 15:38:42,5229.0,46.0,44.0,91.0,22.0,18,True,,10.0,540.0,40.0,2024-12-26 23:43:09.000,3.10.3,55.0,"['gha', 'python', 'julia']",41.0,,,573.0,9.0,,,,,,,,,,3.0,,,,,,,
69,PowSyBl Diagram,vis,,powsybl/powsybl-diagram,MPL-2.0,single-line substation diagrams and network graph diagrams.,https://github.com/powsybl/powsybl-diagram,https://www.powsybl.org,2019-10-11 11:25:46,2024-12-16 14:52:49.000000,2024-12-16 14:46:21,522.0,13.0,61.0,77.0,27.0,18,True,https://www.powsybl.org/pages/documentation/developer/api_guide/svg-writing.html,20.0,503.0,104.0,2024-12-16 15:13:24.000,4.7.0,49.0,"['gha', 'java', 'jupyter']",18.0,,,,,30.0,30.0,,,,,,,,1.0,,,,,,,
70,GenX,steady-state,,GenXProject/GenX,GPL-2.0,Configurable capacity expansion model.,https://github.com/GenXProject/GenX.jl,https://energy.mit.edu/genx/,2021-05-19 17:57:57,2024-12-24 14:49:09.000000,2024-09-23 21:37:30,1058.0,117.0,49.0,280.0,33.0,17,True,https://genxproject.github.io/GenX/dev/,16.0,517.0,238.0,2024-08-21 17:03:17.000,0.4.1,13.0,['julia'],,,,,,,,,,,,,,,3.0,,,,,,,GenXProject/GenX.jl
71,PowerGenome,steady-state,,PowerGenome/PowerGenome,MIT,Create inputs for power systems models.,https://github.com/PowerGenome/PowerGenome,https://groups.io/g/powergenome,2019-07-18 17:33:40,2024-10-17 18:37:02.000000,2024-10-17 18:37:02,1758.0,65.0,72.0,201.0,17.0,17,True,https://github.com/PowerGenome/PowerGenome/wiki,19.0,203.0,79.0,2024-05-14 20:58:08.000,0.6.3,18.0,"['gha', 'pypi', 'conda', 'python']",5.0,PowerGenome,conda-forge/powergenome,,197.0,,,https://pypi.org/project/PowerGenome,2024-05-14 20:58:08.000,,141.0,https://anaconda.org/conda-forge/powergenome,2024-01-02 04:04:47.685,683.0,3.0,,,,,,,
72,py-dss-interface,intf,,PauloRadatz/py_dss_interface,MIT,A package for access to direct dll version of OpenDSS.,https://github.com/PauloRadatz/py_dss_interface,https://github.com/PauloRadatz/py_dss_interface,2020-06-12 18:58:36,2024-10-22 11:44:57.000000,2024-10-22 11:45:06,607.0,9.0,34.0,27.0,6.0,17,True,https://py-dss-interface.readthedocs.io/en/latest/,6.0,48.0,21.0,2024-03-21 00:57:23.000,2.0.4,19.0,"['gha', 'pypi', 'python', 'jupyter']",25.0,py-dss-interface,,,682.0,36.0,32.0,https://pypi.org/project/py-dss-interface,2024-03-21 00:57:23.000,4.0,682.0,,,,1.0,,,,,,,
73,Easy SimAuto,intf,,mzy2240/ESA,Apache-2.0,Python interface to PowerWorld.,https://github.com/mzy2240/ESA,https://github.com/mzy2240/ESA,2019-10-08 21:37:23,2024-03-08 19:38:09.000000,2023-06-05 21:15:21,663.0,12.0,15.0,43.0,11.0,16,True,https://mzy2240.github.io/ESA/html/index.html,5.0,16.0,85.0,2023-06-05 21:19:00.512,1.3.5,52.0,"['pypi', 'python']",,esa,,,1547.0,7.0,6.0,https://pypi.org/project/esa,2022-05-21 02:37:41.000,1.0,1547.0,,,,2.0,,,,,,,
74,LTB AMS,steady-state,,CURENT/ams,GPL-3,Scheduling Modeling and Simulation; CURENT LTB.,https://github.com/CURENT/ams,https://ltb.curent.org/,2022-10-05 11:57:30,2024-12-30 18:32:04.000000,2024-12-05 21:49:45,2066.0,6.0,1.0,8.0,4.0,16,True,https://ams.readthedocs.io/en/latest/,2.0,106.0,2.0,2024-12-05 21:58:08.000,0.9.13,18.0,"['gha', 'azure', 'pypi', 'conda', 'jupyter', 'python']",339.0,ltbams,conda-forge/ltbams,,1005.0,3.0,3.0,https://pypi.org/project/ltbams,2024-12-05 21:55:34.000,,333.0,https://anaconda.org/conda-forge/ltbams,2024-12-06 16:51:51.293,7398.0,3.0,,,,,,,
75,MadNLP,ops,,MadNLP/MadNLP.jl,MIT,A solver for nonlinear programming with GPU support.,https://github.com/MadNLP/MadNLP.jl,https://github.com/MadNLP/MadNLP.jl,2020-09-16 23:07:35,2025-01-01 14:44:15.000000,2025-01-01 14:39:16,482.0,16.0,40.0,172.0,15.0,15,True,https://madnlp.github.io/MadNLP.jl/stable/,10.0,304.0,45.0,2024-07-22 20:11:11.000,0.8.4,21.0,"['gha', 'julia']",13.0,,,,,,,,,,,,,,3.0,,,,,,,
76,SimBench,data,,e2nIEE/simbench,odbl-1.0,Benchmark dataset of German LV/MV/HV grids including 15min time series for 1 year.,https://github.com/e2nIEE/simbench,https://simbench.de/en/,2019-05-13 14:10:08,2024-10-23 16:31:03.000000,2024-10-23 16:30:52,142.0,29.0,3.0,109.0,4.0,15,True,https://simbench.readthedocs.io/en/stable/?badge=stable,6.0,22.0,29.0,2024-04-23 14:13:23.000,.1.5.3,9.0,"['python', 'pypi', 'juptyer', 'gha']",2.0,simbench,,,1279.0,45.0,38.0,https://pypi.org/project/simbench,2024-04-23 13:51:51.000,7.0,1279.0,,,,3.0,,,,,,,
77,dGen,dataman,,NREL/dgen,BSD-3,The Distributed Generation Market Demand (dGen) model.,https://github.com/NREL/dgen,https://github.com/NREL/dgen,2020-04-15 15:51:02,2024-12-18 17:32:05.000000,2024-12-18 16:04:01,125.0,136.0,16.0,60.0,7.0,15,True,https://nrel.github.io/dgen/,21.0,15.0,19.0,2024-12-18 17:32:05.000,2.0.0,2.0,"['python', 'jupyter']",20.0,,,,,,,,,,,,,,1.0,,,,,,,
78,dsgrid,dataman,,dsgrid/dsgrid,BSD-3,"Demand-side grid projects, datasets and queries.",https://github.com/dsgrid/dsgrid,https://github.com/dsgrid/dsgrid,2020-12-09 23:51:36,2024-12-31 01:31:24.000000,2024-12-20 23:40:36,1683.0,3.0,54.0,26.0,6.0,15,True,https://dsgrid.github.io/dsgrid,6.0,224.0,66.0,2024-12-12 20:46:21.000,0.1.0,1.0,"['gha', 'python']",28.0,,,,,,,,,,,,,,1.0,,,,,,,
79,Open RAO,steady-state,,powsybl/powsybl-open-rao,MPL-2.0,Power systems coordinated capacity calculation and security analysis.,https://github.com/powsybl/powsybl-open-rao,https://www.powsybl.org,2018-11-22 10:41:50,2025-01-02 10:37:52.000000,2024-12-30 13:15:37,965.0,7.0,44.0,17.0,35.0,15,True,https://powsybl.readthedocs.io/projects/openrao/en/stable/?badge=stable,3.0,1125.0,81.0,2024-12-19 16:44:05.000,6.2.1,76.0,"['gha', 'java']",49.0,,,45.0,0.0,,,,,,,,,,3.0,,,,,,,
80,PowerSimulationsDynamics.jl,phasor,,NREL-Sienna/PowerSimulationsDynamics.jl,BSD-3,Dynamic Power System simulations; NREL Sienna.,https://github.com/NREL-Sienna/PowerSimulationsDynamics.jl,https://www.nrel.gov/analysis/sienna.html,2020-07-16 19:36:16,2024-10-21 23:52:13.000000,2024-10-21 23:36:52,2413.0,39.0,43.0,184.0,15.0,14,True,https://nrel-sienna.github.io/PowerSimulationsDynamics.jl/stable,14.0,240.0,90.0,2024-06-05 04:15:13.000,0.14.2,41.0,"['gha', 'julia']",2.0,,,,,,,,,,,,,,2.0,,,,,,,
81,Clarabel.jl,ops,,oxfordcontrol/Clarabel.jl,Apache-2.0,Interior-point solver for convex conic optimisation in Julia.,https://github.com/oxfordcontrol/Clarabel.jl,https://github.com/oxfordcontrol/Clarabel.jl,2021-11-09 14:28:22,2024-11-27 18:16:01.000000,2024-06-12 16:36:27,848.0,16.0,5.0,183.0,11.0,14,True,https://oxfordcontrol.github.io/ClarabelDocs/stable/,5.0,129.0,47.0,2024-06-06 16:11:41.000,0.9.0,15.0,"['gha', 'julia']",,,,,,,,,,,,,,,3.0,,,,,,,
82,EGRET,steady-state,,grid-parity-exchange/Egret,BSD,Tools for Power Systems Optimization Modeling.,https://github.com/grid-parity-exchange/Egret,https://github.com/grid-parity-exchange/Egret,2019-01-28 18:41:03,2024-02-16 17:44:40.000000,2023-11-14 21:40:03,1061.0,49.0,45.0,135.0,38.0,14,True,,14.0,233.0,38.0,2023-04-03 23:11:48.000,0.5.5,6.0,"['gha', 'python']",,,,,,8.0,8.0,,,,,,,,3.0,,,,,,,
83,ReEDS-2.0,steady-state,,NREL/ReEDS-2.0,GPL-3.0,Capacity planning and dispatch model.,https://github.com/NREL/ReEDS-2.0,https://www.nrel.gov/analysis/reeds/,2019-05-28 15:57:01,2024-12-19 19:50:04.000000,2024-12-19 19:48:59,84.0,21.0,6.0,129.0,14.0,14,True,https://www.nrel.gov/docs/fy21osti/78195.pdf,139.0,34.0,16.0,2024-12-19 19:40:07.000,2024.8.0,7.0,['python'],15.0,,,,,,,,,,,,,,3.0,,,,,,,
84,CIMpy,intf,,sogno-platform/cimpy,MPL-2.0,CIM files to the XML/RDF format.,https://github.com/sogno-platform/cimpy,https://github.com/sogno-platform/cimpy,2020-01-29 08:22:48,2024-10-30 18:39:54.000000,2024-10-30 18:39:53,214.0,22.0,12.0,55.0,11.0,14,True,https://sogno.energy/cimpy/,5.0,24.0,10.0,2024-06-20 20:41:41.000,1.1.0,9.0,"['gha', 'python']",1.0,cimpy,,,381.0,9.0,8.0,https://pypi.org/project/cimpy,2024-06-20 20:41:41.000,1.0,381.0,,,,2.0,,,,,,,
85,STEPS,phasor,,changgang/steps,MIT,Balanced large-scale AC-DC hybrid power system analysis.,https://github.com/changgang/steps,https://github.com/changgang/steps,2019-08-24 12:09:47,2024-09-22 02:32:39.000000,2024-03-24 14:56:04,588.0,19.0,1.0,47.0,4.0,14,True,https://github.com/changgang/steps/wiki/,4.0,,2.0,2024-09-22 02:32:39.000,2.2.1,44.0,"['c', 'python']",,stepspy,,42.0,735.0,7.0,7.0,https://pypi.org/project/stepspy,2024-09-22 02:32:39.000,,735.0,,,,2.0,,,,,,,
86,PowerGraphics.jl,vis,,NREL-Sienna/powergraphics.jl,BSD-3,Visualization for PowerSimulations; NREL Sienna.,https://github.com/NREL-Sienna/PowerGraphics.jl,https://www.nrel.gov/analysis/sienna.html,2020-02-19 23:29:27,2024-12-17 23:29:14.000000,2024-12-17 22:59:31,573.0,11.0,16.0,30.0,9.0,14,True,https://nrel-sienna.github.io/PowerGraphics.jl/stable/,10.0,82.0,23.0,2024-12-17 23:22:36.000,0.19.0,42.0,"['gha', 'julia', 'jupyter']",7.0,,,,,,,,,,,,,,3.0,,,,,,,
87,matpower-pip,steady-state,,yasirroni/matpower-pip,MIT,Easy Python Access to MATPOWER.,https://github.com/yasirroni/matpower-pip,https://matpower.org/,2021-12-27 15:47:13,2024-11-21 23:20:31.000000,2024-11-21 23:20:23,194.0,,2.0,22.0,1.0,14,True,https://matpower.org/doc/,4.0,4.0,14.0,2024-06-12 17:51:04.000,2.1.8,23.0,"['gha', 'pypi', 'python']",9.0,matpower,,,605.0,10.0,8.0,https://pypi.org/project/matpower,2024-10-05 10:33:32.000,2.0,605.0,,,,3.0,,,,,,,
88,PowerNetworkMatrices.jl,steady-state,,NREL-Sienna/PowerNetworkMatrices.jl,BSD-3,Power systems matrices; NREL Sienna.,https://github.com/NREL-Sienna/PowerNetworkMatrices.jl,https://www.nrel.gov/analysis/sienna.html,2022-11-16 21:59:51,2024-11-05 22:14:41.000000,2024-09-23 18:15:59,587.0,8.0,21.0,21.0,6.0,14,True,https://nrel-sienna.github.io/PowerNetworkMatrices.jl/stable/,4.0,48.0,24.0,2024-09-23 18:39:02.000,0.11.1,27.0,"['gha', 'julia']",,,,,,,,,,,,,,,3.0,,,,,,,
89,ExaGO,steady-state,,pnnl/ExaGO,BSD-3,Large-scale power grid optimization.,https://github.com/pnnl/ExaGO,https://www.gridpath.io/,2023-08-02 21:05:34,2024-12-21 14:34:16.000000,2024-12-15 04:34:14,1151.0,9.0,49.0,71.0,28.0,13,True,https://github.com/pnnl/ExaGO/blob/develop/docs/manual/manual.pdf,11.0,76.0,36.0,2023-10-25 18:01:10.000,1.6.0,1.0,"['gha', 'jupyter', 'c']",1.0,,,,,,,,,,,,,,3.0,,,,,,,
90,PowerSystems,phasor,,modelica-3rdparty/PowerSystems,https://modelica.org/licenses/ModelicaLicense2/,Modelica 3rd party library for electrical power systems.,https://github.com/modelica-3rdparty/PowerSystems,https://github.com/modelica-3rdparty/PowerSystems,2013-04-19 08:46:45,2024-05-07 09:11:07.000000,2024-05-07 08:58:45,190.0,35.0,14.0,67.0,10.0,13,True,https://build.openmodelica.org/Documentation/PowerSystems.html,30.0,17.0,27.0,2024-05-07 09:11:07.000,2.0.0,7.0,['modelica'],,,,,,,,,,,,,,,3.0,,,,,,,
91,GasModels.jl,gasnet,,lanl-ansi/GasModels.jl,BSD-3,Gas Network Optimization.,https://github.com/lanl-ansi/GasModels.jl,https://github.com/lanl-ansi/GasModels.jl,2016-08-29 16:01:10,2024-10-17 19:52:22.000000,2024-10-17 17:54:47,1050.0,16.0,48.0,66.0,13.0,13,True,https://lanl-ansi.github.io/GasModels.jl/latest/,10.0,116.0,98.0,2024-10-17 19:48:49.000,0.10.2,23.0,"['gha', 'julia']",7.0,,,,,,,,,,,,,,3.0,,,,,,,
